Date,SnP Return,0,5,10,15,20,25,30,35,40
5/1/2016,0.002010204,0.00674991,0.008768837,0.008805588,0.003957105,0.006927854,0.004788233,0.005385093,0.006442461,0.00351048
6/1/2016,-0.013202163,0.001229692,-0.000236451,-0.000717366,-0.000449523,-0.001584166,-0.001257683,-0.00416777,-6.12E-05,-0.001433897
7/1/2016,-0.023985817,-0.000132652,-0.003457872,-0.003305558,-0.009733672,-0.006252939,-0.00441199,-0.004050029,-0.003622096,-0.005945896
8/1/2016,-0.010897538,-0.001677634,-0.002307658,-0.002985792,-0.005907237,-0.003526292,-0.002351969,-0.004152044,-0.001989842,-0.004062776
11/1/2016,0.000852908,0.00147216,-0.000342555,-0.003646119,-0.000693308,0.004378782,0.002210586,0.002193043,0.007914909,0.002211664
12/1/2016,0.007772514,0.005438623,0.003714761,0.002106555,0.003812791,0.007834515,0.007321914,0.005910838,0.009912314,0.007130242
13/1/2016,-0.025282375,0.005088152,-0.000989396,0.001945726,-0.007628171,-0.003485522,-0.00357994,-0.003836399,-0.000662908,-0.001250885
14/1/2016,0.016558061,0.009819871,0.007976889,0.011332263,-0.000242855,-0.001478001,0.00947009,0.002468783,0.002385139,0.003383019
15/1/2016,-0.021835773,-0.003917367,-0.001716392,-0.00804016,-0.005541276,0.002340912,-0.002381671,-0.001991283,0.000340967,-0.002258264
19/1/2016,0.00053168,0.007387106,0.003523577,0.00275085,0.00153464,0.000966137,0.002545631,-0.000465531,0.001859607,-0.001155541
20/1/2016,-0.011762766,-0.000912568,-0.001825828,-0.006466237,-0.003291903,-5.14E-05,0.002538759,0.003095004,0.005372288,0.00237593
21/1/2016,0.005181989,0.005977784,0.005700923,0.007427382,-0.000453708,0.002373797,0.005541573,0.00488825,0.005869715,0.00673301
22/1/2016,0.020080727,0.008926331,0.006267694,0.00797763,-0.002644215,-0.001004869,0.004097895,0.00136503,0.002360619,-0.001788917
25/1/2016,-0.015761545,0.001493449,9.32E-05,0.001450753,-0.004148721,-0.001604865,-0.001064194,-0.003337371,0.00145876,-0.000975503
26/1/2016,0.014045238,0.006452903,0.010344198,0.00851723,0.002841836,0.00441127,0.007517462,0.00638304,0.006451578,0.001593181
27/1/2016,-0.010922922,0.001973028,0.001096459,-0.000722756,-0.001908798,0.001228622,0.001811014,0.001267856,-0.000961235,-0.001804642
28/1/2016,0.005513351,0.005595537,0.005325639,0.000188224,-0.001156026,0.001001329,-0.001152841,0.000427608,0.004112528,4.62E-05
29/1/2016,0.024458651,0.011930746,0.011442236,0.009948726,0.005354952,0.010140265,0.010082102,0.012776821,0.013623486,0.01097719
1/2/2016,-0.000443335,0.002279352,0.001784367,0.001153742,0.002906503,0.005706663,0.004224418,0.004113476,0.005691432,-0.001892703
2/2/2016,-0.018920969,-0.00281216,-0.002939398,-0.002499796,-0.006704727,-0.002364792,-0.003371735,-0.004931394,-0.001433523,-0.005154412
3/2/2016,0.00497962,0.005861557,0.007280957,0.006011134,0.00307518,0.006204248,0.006318533,0.005870428,0.007772364,0.007481723
4/2/2016,0.001525568,0.007881952,0.003937996,0.007267047,0.000300156,0.000219931,0.007398895,0.003158208,0.002550212,0.005368255
5/2/2016,-0.018654158,0.005292358,-0.002462514,0.001386118,-0.009489016,-0.006028998,0.00100128,-0.00321044,-0.002264167,0.001592968
8/2/2016,-0.014255058,0.005678059,-0.008133112,-0.001187103,-0.010796872,-0.007657203,-0.005792656,-0.004853293,-0.002581671,-0.000548058
9/2/2016,-0.00066384,0.004971198,0.004902006,0.000679548,-0.000100422,0.001410195,0.003568212,0.000572397,0.001342365,-0.006215022
10/2/2016,-0.000188968,0.003786621,0.003209085,0.001234865,-0.004873625,-0.000877398,0.00283569,-0.003396328,-0.000348152,-0.000851228
11/2/2016,-0.012377447,0.00034395,0.001582621,-0.001015287,0.002178511,0.003099972,0.00064436,-0.002117137,-0.001814671,-0.006734387
12/2/2016,0.019330015,0.009584971,0.009331823,0.004364567,0.001509769,0.008451097,0.009997956,0.008475691,0.011060135,0.008419003
16/2/2016,0.016381738,0.004711204,0.010591756,0.007849952,0.011275449,0.013240373,0.012383657,0.014525142,0.016692765,0.010640224
17/2/2016,0.016346111,0.009445504,0.013774103,0.013588193,0.008509541,0.010104288,0.012801706,0.007795987,0.012817298,0.008183491
18/2/2016,-0.004676632,0.005014643,0.002324611,0.002888125,-0.001964046,8.58E-05,0.001716681,-0.002204526,-0.002542845,-0.003077427
19/2/2016,-2.60E-05,0.003543444,0.004189194,0.003769906,0.002667903,0.002396118,0.002203708,0.000428863,0.00469848,0.001176593
22/2/2016,0.014350731,0.005332069,0.010330385,0.005317763,0.009295262,0.010920735,0.009209998,0.010824136,0.012454538,0.006960677
23/2/2016,-0.012532577,0.001276989,-0.001800999,-0.001525231,-0.006312197,-0.004881863,-0.002006959,-0.004796796,-0.001328422,-0.005013356
24/2/2016,0.00442996,0.003591425,0.00403634,0.003066656,0.003128816,0.004953632,0.005153887,0.005904676,0.004964008,0.001594096
25/2/2016,0.011284367,0.00659597,0.007953512,0.00550057,0.005512643,0.009483177,0.006539216,0.009914804,0.012783551,0.006249549
26/2/2016,-0.001871865,-0.000102767,0.002354673,0.001855721,0.00086795,0.002519633,0.005001706,0.005632575,0.009951586,0.005699539
29/2/2016,-0.008154131,0.001943111,-0.000474009,2.98E-05,-0.002271157,-0.002182501,-0.005928892,-0.007024749,-0.0043783,-0.000733375
1/3/2016,0.023588386,0.009883952,0.012036414,0.009901659,0.008686739,0.008238394,0.008535936,0.007308845,0.00947298,0.007477474
2/3/2016,0.00408595,0.003011301,0.009903705,0.005658452,0.007387436,0.009054281,0.010991499,0.012898847,0.013658159,0.009422028
3/3/2016,0.003492634,0.004592043,0.006147918,0.002699851,0.000895107,0.002268577,0.006441504,0.003933881,0.005178666,0.002375854
4/3/2016,0.00330044,0.005961523,0.007607481,0.007414147,0.005115605,0.004230309,0.010817361,0.00614232,0.007665982,0.005492521
7/3/2016,0.000884623,0.002610122,0.003329141,0.002278763,0.000930187,0.004166625,0.00522127,0.003534364,0.007418976,0.004783788
8/3/2016,-0.011303756,0.003977856,-0.003588422,-0.00335151,-0.005568604,-0.003118186,-0.003397429,-0.005248595,-0.002529592,-0.005110553
9/3/2016,0.005039673,0.006138305,0.007378778,0.005470084,0.00524609,0.009356794,0.005216657,0.006647515,0.009451559,0.00634391
10/3/2016,0.000155793,0.004268237,0.003866057,0.003462007,0.001598606,0.005222382,0.003104373,0.004268677,0.007948411,0.005110644
11/3/2016,0.016262546,0.007857955,0.009316841,0.008714139,0.007562808,0.01022462,0.011030553,0.007403214,0.012848963,0.006738141
14/3/2016,-0.001261768,0.004259943,0.004792243,0.005234729,0.003460296,0.00438377,0.005987298,0.002484032,0.006043177,0.002641078
15/3/2016,-0.001838631,0.005158127,0.002812789,-0.000505385,-0.006410444,-0.005250324,-0.005555103,-0.008337028,-0.005503881,-0.004716308
16/3/2016,0.005584728,0.002793004,0.007029317,0.002431181,-0.001763366,0.002165667,0.004314788,0.005779251,0.006168135,0.000872851
17/3/2016,0.006573583,0.009064971,0.010168551,0.007953252,0.002860425,0.005113835,0.007223896,0.003846104,0.006315914,0.005789586
18/3/2016,0.004395967,0.003756399,0.003534891,0.000958196,-0.000902733,0.003220419,0.000873516,0.003793224,0.003736226,0.002959341
21/3/2016,0.000985092,0.003485751,0.000572926,0.003831816,0.002998513,0.004962705,0.004895485,0.002790813,0.004864908,0.002918368
22/3/2016,-0.000877773,0.00315397,0.001813091,0.003225281,-0.001958886,0.00093879,0.004135918,0.003576875,0.005892809,0.004499374
23/3/2016,-0.00640651,0.003739998,-0.001321147,-0.001056795,-0.004061881,-0.000525991,-0.001074531,-0.002629269,0.001030187,-0.001535864
24/3/2016,-0.000378142,0.005007192,0.005175961,0.004474512,0.00230843,0.004200465,0.005789954,0.00418835,0.00856285,0.006191926
28/3/2016,0.000545107,0.004398453,0.0047527,0.004153574,-0.000882627,0.001629753,0.002232475,0.000326393,0.003211911,0.00027524
29/3/2016,0.008778012,0.006526357,0.005823883,0.006035575,0.001950203,0.004855223,0.004285913,0.004722114,0.005998028,0.002686588
30/3/2016,0.00434088,0.005389574,0.004499692,0.00354817,0.002755731,0.003540396,0.003428802,0.002258033,0.005888793,0.00239382
31/3/2016,-0.002041842,0.004280149,0.004336417,0.005137343,0.000990811,0.004584815,0.006909679,0.005840327,0.009534668,0.006873905
1/4/2016,0.006310959,0.005900611,0.004024252,0.003705228,0.001988704,0.005408327,0.00366231,0.005525292,0.006728066,0.005466335
4/4/2016,-0.00321348,0.006001101,0.00355214,0.002186215,9.21E-05,0.001684243,0.002517233,-0.001452635,0.001610875,0.000473051
5/4/2016,-0.010196298,-0.00161768,-0.001241953,-0.00064893,-0.006695996,-0.004179737,0.000761175,-0.002062778,0.0006434,-0.000726961
6/4/2016,0.010452798,0.006247727,0.006157991,0.006437273,0.004246102,0.005297369,0.008055799,0.006612444,0.009119286,0.007307643
7/4/2016,-0.012048074,0.001397367,0.000227629,-0.000618173,-0.00798752,-0.005283128,-0.004355832,-0.00330945,-0.003263023,-0.007929197
8/4/2016,0.002782703,0.005954611,0.007184102,0.004607958,0.001381558,0.003782127,0.003336493,0.002576591,0.004671664,0.003126265
11/4/2016,-0.002743546,0.004297818,0.005102783,0.002943585,-0.001393601,0.000911293,0.003177824,-0.000856821,-0.000388599,-0.000415462
