Date,^STI,"(1, 0)","(1, 1)","(1, 5)","(1, 10)"
2016-01-05,-0.000613731815334,0.000372375361621,0.00312549574301,0.00798274390399,0.00246753543615
2016-01-06,-0.0106270256121,-0.00552282202989,-0.00640473002568,-0.00822034012526,-0.0107328835875
2016-01-07,-0.0268746532965,-0.0176539625973,-0.0189182907343,-0.0220560133457,-0.0273295808583
2016-01-08,0.00777946775467,0.000463249161839,-0.00105815194547,0.0103693204001,0.00134610664099
2016-01-11,-0.0155238503776,-0.0106082111597,-0.0145526062697,-0.00615412648767,-0.011372635141
2016-01-12,-0.00632153117113,-0.00698829255998,-0.00791640020907,-0.00394146423787,-0.00672211498022
2016-01-13,0.00175194020424,0.000525461975485,0.00312549574301,-0.00564221385866,0.0060793524608
2016-01-14,-0.0194461288764,-0.0146744605154,-0.0158448666334,-0.0270261764526,-0.0220853555948
2016-01-15,-0.00523572528866,-0.00586281809956,-0.00675544375554,-0.00183697510511,0.000332684256136
2016-01-18,-0.0144572750736,-0.00589699391276,-0.00356566393748,-0.0107818832621,-0.0203615631908
2016-01-19,0.0173836861546,0.00192935205996,0.000985623104498,0.0108704240993,0.013289436698
2016-01-20,-0.0302817741926,-0.00852506235242,-0.0095016118139,-0.0162050873041,-0.0322844907641
2016-01-21,-0.0106315104965,0.000644247047603,-0.00142917735502,0.00456371158361,-0.000413750298321
2016-01-22,0.017374981516,0.00709385145456,0.00102756777778,0.0114983003587,0.0141000375152
2016-01-25,0.00215120060959,-0.0084488876164,-0.00942303799093,-0.00835085380822,-0.00949044898152
2016-01-26,-0.0144417411739,-0.00198382232338,-0.00407387409359,-0.00733104627579,-0.0141703896224
2016-01-27,0.000223821091606,-0.00722449831665,-0.00269809318706,0.00594538962469,0.00185027718544
2016-01-28,0.00636964289134,-0.000667843967676,0.00181793922093,0.00544835533947,0.00569729693234
2016-01-29,0.0256816136181,0.00324143981561,-0.000446973368526,0.0120832948014,0.0141000375152
2016-02-01,-0.0102075216132,-0.00198382232338,-0.0038642892614,-0.00341329816729,-0.00382483564317
2016-02-02,-0.00894700793971,-0.000687056221068,0.00312549574301,-0.00805296655744,-0.00448047555983
2016-02-03,-0.0111073877923,-0.00719376094639,-0.00955970026553,6.67423009872e-05,-0.00516756996512
2016-02-04,0.00303372757706,0.00580834504217,0.00054745003581,0.00779368495569,0.00700223771855
2016-02-05,0.0249815070049,0.00807331129909,0.00291123404168,0.0114198187366,0.0141000375152
2016-02-10,-0.0157956845166,-0.00953316129744,-0.0105414912105,-0.00474357511848,-0.0102102961391
2016-02-11,-0.0171163615738,-0.0122534632683,-0.013347543776,-0.0144633436576,-0.0175782907754
2016-02-12,0.000657678784446,0.00060593476519,0.000668506836519,0.00120849534869,0.00139524694532
2016-02-15,0.0264008856873,0.00775423506275,0.0030583688058,0.0120832948014,0.0141000375152
2016-02-16,0.0139670298331,0.00771691882983,0.0030583688058,0.0108998268843,0.0141000375152
2016-02-17,-0.011711001779,-0.014425592497,-0.0141437202692,0.000177931040525,-0.00337476655841
2016-02-18,0.0166109067731,0.00772097054869,0.0030583688058,0.0120832948014,0.0106396023184
2016-02-19,-0.000263414764182,-0.000755212269723,-0.00225793104619,-0.00216700974852,0.00355381797999
2016-02-22,0.00142163475571,0.00410875864327,0.00312549574301,0.00179374869913,0.00507035385817
2016-02-23,0.00428306137298,-0.00319567043334,-0.00227212859318,0.00100016687065,-0.00146292988211
2016-02-24,-0.0196944427893,-0.0130418725312,-0.0141608100384,-0.0132083157077,-0.0184513162822
2016-02-25,-0.00634079018803,-0.0057318797335,-0.00662037869915,-0.0101992385462,-0.0103991515934
2016-02-26,0.0175073607921,0.00424548331648,-2.31906305999e-05,0.0120832948014,0.0141000375152
2016-02-29,0.00644489883683,-0.00322271231562,-0.00231529958546,-0.00553575064987,0.00112330447882
2016-03-01,0.00593764323226,0.00172253325582,0.0031254964415,0.00369053799659,0.00299682002515
2016-03-02,0.0164792730524,0.00169185968116,0.00312549574301,0.0078875888139,0.00697289500386
2016-03-03,0.0220008058375,0.00767378229648,0.00312549574301,0.0120832948014,0.0141000365838
2016-03-04,0.0175589286684,0.00275373784825,0.00130499247462,0.0120832948014,0.00946458335966
2016-03-07,-0.00476636045698,0.00153647782281,-0.00148881552741,0.00885295681655,0.0016266554594
2016-03-08,-0.0159724044211,-0.00668378360569,-0.0101669728756,-0.01260829065,-0.0135084353387
2016-03-09,0.0113290814053,0.00504759931937,0.00312549574301,0.00379834044725,0.0102701112628
