Date,SnP Return,Portfolio Return
2014-01-03,-0.000333020328279,-0.00104968226515
2014-01-06,-0.00251492693317,-0.00651960773394
2014-01-07,0.00606334518255,0.00438804272562
2014-01-08,-0.000212231694766,0.000711462344043
2014-01-09,0.00034824873482,0.00320605793968
2014-01-10,0.00230403036309,0.00407477421686
2014-01-13,-0.0126559664897,-0.0125522892922
2014-01-14,0.0107598762781,0.0104640843347
2014-01-15,0.00515288913436,0.00117501791101
2014-01-16,-0.00134802835937,-0.0081304050982
2014-01-17,-0.00390278060395,-0.00416043726727
2014-01-21,0.00276991242951,0.00308356434107
2014-01-22,0.000574699765987,0.00152955891099
2014-01-23,-0.00892932453983,-0.00640460150316
2014-01-24,-0.0210964214964,-0.0166839864105
2014-01-27,-0.0048882215904,-0.00384374381974
2014-01-28,0.0061218753944,0.00930732488632
2014-01-29,-0.0102617040054,-0.0106895016506
2014-01-30,0.0112040442427,0.0119101498276
2014-01-31,-0.00648628988702,-0.00411777105182
2014-02-03,-0.0230966046035,-0.0216344967484
2014-02-04,0.00761204338333,0.00775873381644
2014-02-05,-0.00203028211003,0.00029896030901
2014-02-06,0.0123630544157,0.00630311993882
2014-02-07,0.0132141936021,0.019109942019
2014-02-10,0.00156800464224,0.00574356550351
2014-02-11,0.0110013758444,0.0143129713833
2014-02-12,-0.000269298518891,-0.00305701838806
2014-02-13,0.00579321182006,0.00645664939657
2014-02-14,0.00479768947917,0.00576113397256
2014-02-18,0.00115780345615,0.0025532990694
2014-02-19,-0.00654586190052,-0.00650349678472
2014-02-20,0.00601334166557,0.00655679684132
2014-02-21,-0.00192056651182,-0.00139663473237
2014-02-24,0.00616745536205,0.0037792227231
2014-02-25,-0.00134859055001,-0.000797688146122
2014-02-26,2.16997082534e-05,-0.00241278018802
2014-02-27,0.00493588147209,0.0040205414407
2014-02-28,0.00277882422261,0.0070828627795
2014-03-03,-0.00740586636199,-0.00550560373813
2014-03-04,0.0151523228342,0.0138473007828
2014-03-05,-5.33524369706e-05,-0.00011087191524
2014-03-06,0.00171693312189,-0.000226938864216
2014-03-07,0.000537944701998,-0.00181084137876
2014-03-10,-0.000463353578807,-0.000458005873952
2014-03-11,-0.0050950969416,-0.00340082822368
2014-03-12,0.000305124168463,-0.00166713749059
2014-03-13,-0.0117700915066,-0.00339947454631
2014-03-14,-0.00282576645112,0.00338282296434
2014-03-17,0.00956771760197,0.0107910297811
2014-03-18,0.00719368227489,0.00409943237901
2014-03-19,-0.00615052484482,-0.00290637137368
2014-03-20,0.00602233396081,0.000433388806414
2014-03-21,-0.00293697999067,0.000243668357143
2014-03-24,-0.00487658142921,-0.00558889796957
2014-03-25,0.00439427100472,0.00231453822926
2014-03-26,-0.00702493667277,-0.00823642779142
2014-03-27,-0.00190189159707,0.00134239706676
2014-03-28,0.00462948921413,-0.000963460071944
2014-03-31,0.00789287154385,0.0134609490633
2014-04-01,0.00701468819685,0.00277256034315
2014-04-02,0.00284926336426,0.000805616844445
2014-04-03,-0.00112708474586,-0.00261190859601
2014-04-04,-0.0126165430771,-0.0077908327803
2014-04-07,-0.0108083124624,-0.00442855153233
2014-04-08,0.0037435380478,0.00794064439833
2014-04-09,0.0108590394626,0.0108007956296
2014-04-10,-0.0211059679216,-0.0162231810391
2014-04-11,-0.00953205993381,-0.00904182903469
2014-04-14,0.00818370818244,0.00646852655336
2014-04-15,0.00673457945541,0.00375698739663
2014-04-16,0.0104338684213,0.0106523297727
2014-04-17,0.00136292371099,0.00123904144857
2014-04-21,0.00376801562135,0.00416924944147
2014-04-22,0.00408378889976,0.00611154781654
2014-04-23,-0.00221576676651,-0.000157886301167
2014-04-24,0.00171548790073,0.00410103797913
2014-04-25,-0.00812934477857,-0.00516523374245
2014-04-28,0.00323081153934,0.0068343449384
2014-04-29,0.00474946032089,0.0058546308428
2014-04-30,0.00298754974058,0.0046983868815
2014-05-01,-0.000143271499645,-0.000630462542176
2014-05-02,-0.00134935499644,-0.00320961652324
2014-05-05,0.00186946730011,0.00295794196427
2014-05-06,-0.0090290312077,-0.00803526956588
2014-05-07,0.00560075474536,0.00787761807442
2014-05-08,-0.00137456920358,-0.00279392208904
2014-05-09,0.00151832288286,0.00330163631588
2014-05-12,0.00962625620354,0.0062538748607
2014-05-13,0.000421668916014,-0.000252755009569
2014-05-14,-0.00471208963163,-0.00267289439216
2014-05-15,-0.00940590380541,-0.00669424328953
2014-05-16,0.00373996241046,0.00405466323718
2014-05-19,0.00383741434791,0.00520107522607
2014-05-20,-0.00651960460873,-0.00423379195854
2014-05-21,0.00808334041971,0.0073996023275
2014-05-22,0.00235944422811,0.00216767843813
2014-05-23,0.00423939288552,0.00302730733529
2014-05-27,0.00596995027375,0.00433075753972
2014-05-28,-0.00111469281153,0.000953674840275
2014-05-29,0.00535275865819,0.00673469668254
2014-05-30,0.00184198044745,0.00360647495836
2014-06-02,0.000727561668556,0.000630003924016
2014-06-03,-0.00037928874556,-0.00218398729339
2014-06-04,0.00188987678895,0.00603883480653
2014-06-05,0.00650408209109,0.00275895791128
2014-06-06,0.00461708330742,0.00279573025182
2014-06-09,0.000938331305107,0.00179709645454
2014-06-10,-0.000246014154145,0.00108957150951
2014-06-11,-0.00354331093877,-0.000640149752144
2014-06-12,-0.00711413945191,-0.00491795875132
2014-06-13,0.00312965928841,0.00324029708281
2014-06-16,0.000836355270389,0.00489441258833
2014-06-17,0.00217021247741,0.00504364958033
2014-06-18,0.00768924304189,0.00814963318408
2014-06-19,0.00127666329547,0.00193214800674
2014-06-20,0.0017285636752,0.000795159488916
2014-06-23,-0.000132472972327,-0.000826986273751
2014-06-24,-0.00645610655987,0.00458853272721
2014-06-25,0.0048855575116,0.00524421874434
2014-06-26,-0.00117957912445,-0.00182634743396
2014-06-27,0.00190904511827,0.00471813092008
2014-06-30,-0.000372326268003,0.00274226581678
2014-07-01,0.00665557298947,0.0064890217036
2014-07-02,0.000658596162261,-0.00192461709958
2014-07-03,0.00546455008241,0.00436254497617
2014-07-07,-0.00393123905908,-0.0045381677337
2014-07-08,-0.00707376194048,-0.00408154306933
2014-07-09,0.00463351649371,0.0024842582643
2014-07-10,-0.00413962814962,-0.00225798971951
2014-07-11,0.001469841704,-0.000304565939587
2014-07-14,0.00483186108334,0.00326699623838
2014-07-15,-0.00193396492782,-0.00289286160842
2014-07-16,0.00419228501402,0.00298387184739
2014-07-17,-0.0119046058414,-0.00977998226881
2014-07-18,0.0102126091096,0.00753005594015
2014-07-21,-0.0023229465146,-0.000382501224522
2014-07-22,0.00500361095825,0.000766382669099
2014-07-23,0.00175290104464,0.00628624018282
2014-07-24,0.000488036458805,0.00263171456754
2014-07-25,-0.00486094571949,-0.00809714291245
2014-07-28,0.000288113211924,-0.00178399204742
2014-07-29,-0.00453806841016,0.00172591872979
2014-07-30,6.0910859931e-05,-0.00460940413177
2014-07-31,-0.0202019319802,-0.0194127280265
2014-08-01,-0.00286321647471,0.000633516348898
2014-08-04,0.00716331454385,0.00290685147047
2014-08-05,-0.00973267904391,-0.00281137041748
2014-08-06,1.56382717567e-05,0.00571992294863
2014-08-07,-0.00557211547605,-0.00261599710211
2014-08-08,0.0114654228024,0.0107626542449
2014-08-11,0.00275562496105,0.00417629536241
2014-08-12,-0.00163798240239,-0.00010062335059
2014-08-13,0.00668476725501,0.00748084997758
2014-08-14,0.00433639826904,0.00313849747181
2014-08-15,-6.13747476219e-05,0.00189466110896
2014-08-18,0.008495482893,0.0068041277118
2014-08-19,0.00498819050702,0.00299146724865
2014-08-20,0.00247474819157,0.00543307233602
2014-08-21,0.00294554710347,0.000439384952188
2014-08-22,-0.00199457506824,-0.00102533795871
2014-08-25,0.00477635409921,0.0065759900026
2014-08-26,0.00105052910224,-0.00101767806336
2014-08-27,4.9985750322e-05,0.003490134608
