Date,^GSPC,^^GSPC,0,10,20,30,40
2016-01-05,0.0020102043,0.0020102043,0.0104552824,0.0076553198,0.0104193902,0.0067944755,0.0070415707
2016-01-06,-0.0132021629,-0.0132021629,-0.0054523163,-0.0089482749,-0.0080806883,-0.0324032791,-0.0095387921
2016-01-07,-0.0239858165,-0.0239858165,-0.0071650781,-0.0089482749,-0.0133921076,-0.0092702415,-0.009388377
2016-01-08,-0.0108975377,-0.0108975377,-0.0062053129,-0.0089482749,-0.0128841009,-0.0047650542,-0.0071906243
2016-01-11,0.0008529085,0.0008529085,-0.0009295586,-0.0089482749,-0.0089897104,-0.0179655794,-0.009388377
2016-01-12,0.0077725142,0.0077725142,0.0103127193,-0.0022810372,-0.0010838844,-0.004198615,0.003145054
2016-01-13,-0.0252823754,-0.0252823754,-0.0135773644,-0.0089482749,-0.0311054029,-0.0124416128,-0.009388377
2016-01-14,0.0165580612,0.0165580612,0.0134551181,0.0143374735,0.0168810114,0.0072401273,0.0154790776
2016-01-15,-0.0218357728,-0.0218357728,-0.0050551221,-0.0089482749,-0.0101009971,-0.0153366774,-0.011261126
2016-01-19,0.0005316802,0.0005316802,0.0090624709,-0.0050851069,-0.000090139,-0.0028620369,-0.0045567709
2016-01-20,-0.011762766,-0.011762766,-0.0030311309,-0.0089482749,-0.016211791,-0.0084217712,-0.0084272139
2016-01-21,0.0051819885,0.0051819885,0.0034710709,-0.0286025777,0.0082930969,0.0024149716,0.008871899
2016-01-22,0.0200807268,0.0200807268,0.015109119,0.0033896612,0.0167170241,0.0220035892,0.0204458311
2016-01-25,-0.015761545,-0.015761545,-0.0100994967,-0.0089482749,-0.0101009971,-0.0169270039,-0.012018607
2016-01-26,0.0140452379,0.0140452379,0.0088674463,0.0118796313,0.0125471307,0.0124230385,0.0148296552
2016-01-27,-0.0109229225,-0.0109229225,-0.0046698675,-0.0089482749,-0.0050898017,-0.0041076099,-0.0054575815
2016-01-28,0.0055133506,0.0055133506,0.0087165218,0.0028197318,0.002915008,-0.030683782,-0.009388377
2016-01-29,0.0244586511,0.0244586511,0.0282797851,0.015064233,0.0259463787,0.0265886728,0.0267643146
2016-02-01,-0.0004433347,-0.0004433347,-0.0003015175,0.0038209492,0.0002116999,0.0035823165,0.0025052559
2016-02-02,-0.0189209689,-0.0189209689,-0.0072574057,-0.0089482749,-0.0238264427,-0.0304173995,-0.009388377
2016-02-03,0.00497962,0.00497962,0.0100945272,0.0145811131,0.0096780872,0.0105957463,0.0101187313
2016-02-04,0.0015255684,0.0015255684,0.0082485601,0.0069409935,0.0056424802,0.0045260624,-0.0003381371
2016-02-05,-0.0186541581,-0.0186541581,-0.0002499316,-0.0142499181,-0.0197955705,-0.0084217712,-0.009388377
2016-02-08,-0.0142550582,-0.0142550582,-0.0028344113,-0.0438526049,-0.0833517611,-0.0041076099,0.0155925332
2016-02-09,-0.0006638404,-0.0006638404,0.0093543436,-0.0003974792,0.0036925273,-0.0041076099,-0.0057447623
2016-02-10,-0.0001889684,-0.0001889684,0.0057874843,-0.000670502,0.0042601265,-0.0008757622,0.0035165176
2016-02-11,-0.0123774472,-0.0123774472,-0.0077637359,-0.0089482749,-0.0085600987,-0.0131327026,-0.036940258
2016-02-12,0.0193300151,0.0193300151,0.0179464146,-0.0254936665,0.0175828338,0.0205716956,0.0209964551
2016-02-16,0.0163817379,0.0163817379,0.0107856318,0.0046529202,0.0238476917,0.0214294419,0.0221399069
2016-02-17,0.0163461105,0.0163461105,0.0116684511,0.005594152,0.0175984316,0.0162588712,0.0197617598
2016-02-18,-0.004676632,-0.004676632,0.0031946879,-0.0089482749,-0.0028530122,-0.0070736129,-0.0047626239
2016-02-19,-2.60334080879E-05,-2.60334080879E-05,0.0009273011,-0.0089482749,0.0002316954,-0.0110988291,-0.0073132752
2016-02-22,0.0143507313,0.0143507313,0.006839769,0.0084716892,0.0137002161,0.0121678151,0.0175900832
2016-02-23,-0.0125325773,-0.0125325773,-0.0033330284,-0.0089482749,-0.0101009971,-0.0190896764,-0.0054817121
2016-02-24,0.0044299599,0.0044299599,0.0033489466,-0.0089482749,0.0043590562,0.0001041708,-0.0026049269
2016-02-25,0.0112843666,0.0112843666,0.0102441106,0.0036632894,0.0104176654,0.019042097,0.0130454125
2016-02-26,-0.0018718652,-0.0018718652,-0.0035309158,-0.0089482749,-0.0028649964,0.0033385241,0.0020174095
2016-02-29,-0.0081541314,-0.0081541314,-0.0083758347,-0.0089482749,-0.0072210655,-0.0041076103,-0.009388377
2016-03-01,0.0235883859,0.0235883859,0.0169061758,0.012402718,0.0177263357,0.0182415377,0.0189814083
2016-03-02,0.0040859496,0.0040859496,0.0015420802,0.0208794288,0.008762083,0.008364819,0.0120447883
2016-03-03,0.0034926342,0.0034926342,0.0018363651,-0.0319118649,0.0029158136,-0.0020745362,0.0057215812
2016-03-04,0.00330044,0.00330044,0.0021829288,0.0132006435,0.0042431066,8.71187075973E-05,0.0051038451
2016-03-07,0.000884623,0.000884623,-0.0028268136,0.0005646041,-0.0027962993,-0.0021501994,0.0022270391
2016-03-08,-0.0113037561,-0.0113037561,-0.0025666598,-0.0089482749,-0.0101009971,-0.0326509625,-0.0037743882
2016-03-09,0.0050396728,0.0050396728,0.0061904155,0.0011765081,0.0078672403,0.0070902719,0.0071792128
2016-03-10,0.0001557925,0.0001557925,0.0017957706,0.0039872602,-0.0023072758,0.000401963,-0.0032279622
2016-03-11,0.0162625455,0.0162625455,0.0156367384,0.0052634012,0.0146865351,0.0194416083,0.0185473189
2016-03-14,-0.0012617682,-0.0012617682,0.0010449924,-0.0021540299,0.0007925704,0.0036529861,2.68435105681E-05
2016-03-15,-0.001838631,-0.001838631,0.0070334543,-0.0089482749,-0.003013276,-0.0041076103,-0.009388377
2016-03-16,0.0055847279,0.0055847279,0.0020513348,0.0097064907,0.0045243874,0.0089756865,0.0079310136
2016-03-17,0.006573583,0.006573583,0.0124114957,0.0125585636,0.0096562011,0.001741834,0.0058919871
2016-03-18,0.0043959671,0.0043959671,0.0028416179,0.0063727219,0.0055536563,0.0043230611,0.0071034702
2016-03-21,0.0009850921,0.0009850921,-0.000150254,-0.004640982,-0.0009147329,-0.0038476293,-0.0018040505
2016-03-22,-0.000877773,-0.000877773,-0.0033378042,-0.0027674097,-0.0050002276,-0.0016426167,-0.0012259725
2016-03-23,-0.0064065096,-0.0064065096,0.0009390786,-0.0089482749,-0.0101400306,-0.0199564788,-0.009388377
2016-03-24,-0.000378142,-0.000378142,0.0040950663,0.005430148,0.0014792979,0.0007019211,0.0029986389
2016-03-28,0.0005451072,0.0005451072,0.0049449317,-0.0002972921,-0.000278471,-0.0030882396,-0.0011355551
2016-03-29,0.0087780121,0.0087780121,0.0087096356,0.0074711042,0.008718553,0.0064330478,0.0100804539
2016-03-30,0.0043408798,0.0043408798,0.0040436443,0.0002197614,0.0017048512,0.0048876773,0.0029399684
2016-03-31,-0.0020418424,-0.0020418424,-0.0012980402,0.0011432162,0.0013870252,0.0020311596,0.0027641198
2016-04-01,0.006310959,0.006310959,0.0117953289,0.0018944498,0.0055172499,0.0007769591,0.0033344077
2016-04-04,-0.0032134798,-0.0032134798,-0.0058839805,-0.0030586263,-0.0061399625,-0.0041076099,-0.0077325506
2016-04-05,-0.0101962985,-0.0101962985,-0.0122286417,-0.0089482749,-0.0092835324,-0.0188034195,-0.0076519223
2016-04-06,0.0104527979,0.0104527979,0.0077868477,0.0074533662,0.0102902288,0.0148832966,0.0139831575
2016-04-07,-0.012048074,-0.012048074,-0.005691126,-0.0089482749,-0.0101009971,-0.0041076099,-0.008005783
2016-04-08,0.0027827029,0.0027827029,0.0075727813,0.007181243,0.0053933933,0.007438147,0.0054939231
2016-04-11,-0.0027435462,-0.0027435462,-0.0005557127,-0.0089482749,-0.0016474295,-0.0084217722,-0.0087386798
2016-04-12,0.0096157541,0.0096157541,0.0094392952,-0.0322451517,0.0072228489,0.0031179041,0.0105260396
2016-04-13,0.0099900697,0.0099900697,0.0048818458,0.0034192866,0.0064133303,0.0027086027,0.0081573771
2016-04-14,0.0001729122,0.0001729122,-0.0028390624,-0.0089482749,-0.0041390378,-0.0022534062,-0.0003477
2016-04-15,-0.0009847697,-0.0009847697,0.0061643291,-0.0016612774,0.0019197986,0.0011449759,-0.0002336288
2016-04-18,0.0065197259,0.0065197259,0.0093692094,0.0038297139,0.006037184,0.0128656123,0.009449196
2016-04-19,0.0030797379,0.0030797379,0.0020407662,0.0045704935,0.00011981,0.0006143511,0.0037021283
2016-04-20,0.0007612548,0.0007612548,-0.0003911499,-0.0060356399,-0.0014907438,-0.0065188142,-0.0013912404
2016-04-21,-0.0052075629,-0.0052075629,-0.012476258,-0.0089482749,-0.0101009971,-0.0041076103,-0.0054469137
2016-04-22,4.78587439003E-05,4.78587439003E-05,0.0045323372,0.012407084,0.0044300035,0.0084318668,0.0072834054
2016-04-25,-0.0018136896,-0.0018136896,0.0028834902,-0.0083489679,-0.0033349497,-0.0041076099,-0.0069910171
2016-04-26,0.0018710001,0.0018710001,0.0036832355,0.001328473,0.0033497773,0.0044405633,0.003527876
2016-04-27,0.001647994,0.001647994,-0.0024762116,0.0086193355,0.0020313868,-0.000685876,0.0014903909
2016-04-28,-0.0092736357,-0.0092736357,0.0162163451,0.0035253419,0.0026401654,-0.0116746258,-0.0093244556
2016-04-29,-0.0050759493,-0.0050759493,0.0024442188,-0.0088557629,-0.0031148866,-0.0041076099,-0.003484549
2016-05-02,0.0077796068,0.0077796068,0.0123206973,0.0038217753,0.0084066717,0.010753613,0.0080856299
2016-05-03,-0.0087144997,-0.0087144997,-0.0009660535,-0.0089482749,-0.0068853926,-0.0043857605,-0.009388377
2016-05-04,-0.0059545827,-0.0059545827,0.0022653341,-0.003712818,-0.0038611488,-0.0051037148,0.0001636082
2016-05-05,-0.0002390365,-0.0002390365,0.0087325349,0.0031433515,0.0070511261,-0.0011921327,0.0031848373
2016-05-06,0.0031696107,0.0031696107,-0.0003062021,-0.0037451442,0.0061194571,-0.0041076089,0.0026618084
2016-05-09,0.0007532129,0.0007532129,0.0051891059,-0.0058521898,-0.0004479708,-0.0041076103,0.0002159961
2016-05-10,0.0124063656,0.0124063656,0.01260552,0.0132901995,0.0118469214,0.0121731479,0.0120694498
2016-05-11,-0.009607523,-0.009607523,-0.0069714412,-0.008948273,-0.0093944389,-0.0041076099,-0.009388377
2016-05-12,-0.0001694795,-0.0001694795,0.009537451,-0.0005888082,0.0004326683,-0.0014821833,-0.0001691505
2016-05-13,-0.0085144341,-0.0085144341,-0.0064829178,-0.0089482749,-0.0077984608,-0.0041076099,-0.0066099297
2016-05-16,0.0097489765,0.0097489765,0.0063579883,0.0048313644,0.0092364429,0.0085966792,0.0115765212
2016-05-17,-0.0094558635,-0.0094558635,-0.0037834719,-0.0095446464,-0.0080445223,-0.0065070288,-0.0059621474
2016-05-18,0.0002051577,0.0002051577,0.005016828,-0.0066959239,-0.0054374565,-0.0041076099,-0.0012207422
2016-05-19,-0.0037135946,-0.0037135946,-0.0011627078,-0.0089482749,-0.0021122191,-0.0002782797,-0.0023414427
2016-05-20,0.0060014591,0.0060014591,-9.37413424253E-05,-0.0007163649,0.0067894431,0.0089587104,0.0095295077
2016-05-23,-0.0020876364,-0.0020876364,0.0052918177,0.0046064854,0.0035315715,0.0008399109,0.0019365009
2016-05-24,0.0135886378,0.0135886378,0.0128726708,0.0115316873,0.0108804582,0.0090272315,0.0118123731
2016-05-25,0.0069505294,0.0069505294,0.0001597516,0.0080153076,0.0023810193,0.0005753613,0.0051685302
2016-05-26,-0.0002104659,-0.0002104659,0.0021187179,-0.0005630655,6.53574243188E-05,0.0018363157,-0.0004115701
2016-05-27,0.004277695,0.004277695,0.0056684799,0.0013792589,0.0049844934,0.0022881683,0.0046551228
2016-05-31,-0.0010057689,-0.0010057689,-0.0003758259,0.0031900229,0.0016000159,-0.0006875126,0.002133185
2016-06-01,0.0011343987,0.0011343987,0.0067041963,0.0017807977,0.0053400956,0.0065210094,0.0065122908
2016-06-02,0.0028206963,0.0028206963,0.0062550642,0.0039762454,0.0045867991,0.008302141,0.0069665266
2016-06-03,-0.0029160623,-0.0029160623,0.0001099706,0.0015473887,-0.0012966208,0.0005816645,-0.0001645936
2016-06-06,0.0048853284,0.0048853284,0.0020334572,0.0091673927,0.0039453013,0.0013475982,0.0058411295
2016-06-07,0.0012886158,0.0012886158,0.0028639678,-0.0018959274,-0.002315585,0.0002288241,0.000591387
2016-06-08,0.0033041018,0.0033041018,0.0022674426,-0.0089482749,0.0012692921,0.003573088,0.0023585064
2016-06-09,-0.0017192357,-0.0017192357,0.0012733322,-0.0023362408,-0.0029863273,-0.0039259498,-0.0021084389
2016-06-10,-0.0092175324,-0.0092175324,-0.0034036897,-0.0089482749,-0.0101009971,-0.0223676339,-0.009388377
2016-06-13,-0.0081482984,-0.0081482984,-0.0037868284,-0.0046819719,-0.0057785725,-0.0053856061,-0.0060417629
2016-06-14,-0.0018005054,-0.0018005054,0.0007769652,0.0003231447,-0.0003316719,0.0036582462,0.0015435396
2016-06-15,-0.0018424089,-0.0018424089,-2.96905636787E-05,0.0025482327,0.0008147713,-0.0009851174,0.0004692711
2016-06-16,0.003128093,0.003128093,0.0102697834,0.0037325313,0.0037393533,0.0013430626,-0.003928965
2016-06-17,-0.0032632839,-0.0032632839,-0.005402986,-0.0033260258,-0.003804266,-0.0041076099,-0.0025198502
2016-06-20,0.0057913826,0.0057913826,0.0071954224,0.0060497997,0.003021121,0.0073182392,0.0081511317
2016-06-21,0.0027083904,0.0027083904,0.005999079,0.0008999445,0.0016406886,-0.0006056726,0.0023145135
2016-06-22,-0.0016529289,-0.0016529289,0.0024685934,-0.0018050335,0.0008279616,0.0033591762,-0.0001108143
2016-06-23,0.013275567,0.013275567,0.0128883161,0.0088916207,0.0131841106,0.0150627829,0.0153765297
2016-06-24,-0.0365807927,0.03,-0.0198975317,-0.0089482777,-0.0101009971,-0.0231718365,-0.0125900079
2016-06-27,-0.0182622465,-0.0182622465,-0.0071052313,-0.0089482749,-0.0177824534,-0.0215953961,-0.0231134631
2016-06-28,0.0176141217,0.0176141217,0.0201977678,0.0157840811,0.0196600594,0.0243887659,0.0248274617
2016-06-29,0.0168892431,0.0168892431,0.0156303234,0.0082900161,0.0172454268,0.016569417,0.0162724815
2016-06-30,0.0134738627,0.0134738627,0.0186156537,0.014191973,0.0180392638,0.0180752575,0.0156710856
2016-07-01,0.0019467064,0.0019467064,-0.0017440747,0.0037061404,-0.002860242,0.004663832,0.0029577781
2016-07-05,-0.0068710288,-0.0068710288,0.0012590587,-0.0089482749,-0.0047753896,-0.0160544943,-0.009388377
2016-07-06,0.0053386868,0.0053386868,-0.0020420384,0.0052024154,0.0009996826,0.0011971327,0.0039600069
2016-07-07,-0.0008719578,-0.0008719578,0.0019972753,-0.0133267688,-0.0053860019,-0.0033048457,-0.0004306622
2016-07-08,0.0151381866,0.0151381866,0.0090018939,0.0086649666,0.0114320247,0.0136546884,0.013975461
2016-07-11,0.0034028194,0.0034028194,0.0028744508,0.0050934963,0.0016852356,0.0039725793,0.0029371092
2016-07-12,0.0069848426,0.0069848426,0.0006881654,0.0103799449,0.0045926943,0.0076255654,0.0085045053
2016-07-13,0.0001347586,0.0001347586,0.0023651812,-0.0009388905,-0.0002806559,-0.0020180759,-0.0002584653
2016-07-14,0.0052454226,0.0052454226,0.0002018176,0.0002313741,0.002606649,0.0042579961,0.0041714404
2016-07-15,-0.0009293792,-0.0009293792,-0.0026957728,0.001666368,-0.0024484228,-0.001207028,-0.0007248223
2016-07-18,0.0023794621,0.0023794621,-0.0006897263,0.0013622455,0.001050435,0.0003329646,0.0014787447
2016-07-19,-0.0014362048,-0.0014362048,0.0024761651,-0.0076895752,-0.0049644909,-0.0041076099,-0.0043138666
2016-07-20,0.0042612087,0.0042612087,0.0008608159,0.0016667098,0.0036883401,0.0050530056,0.0072106468
2016-07-21,-0.00361907,-0.00361907,-0.0046294965,-0.0089482749,-0.0013656029,-0.0011645297,0.0015423261
2016-07-22,0.0045436266,0.0045436266,0.0079371687,-0.002714186,0.0050300173,0.0004147082,0.0004479857
2016-07-25,-0.0030160188,-0.0030160188,-0.001198506,-0.0015173689,-0.0017294884,-0.0015610214,-0.0016177874
2016-07-26,0.0003227325,0.0003227325,0.0016131643,0.0037352834,0.0034779729,0.0014468022,0.001467987
2016-07-27,-0.0011992612,-0.0011992612,-0.0040361397,-0.0089482749,-0.0073578507,-0.0041076099,-0.0040434664
2016-07-28,0.0016049207,0.0016049207,0.0006858073,-0.007024602,-0.00412247,-0.0020688446,-0.0019083815
2016-07-29,0.0016299801,0.0016299801,-0.0044643879,-0.0020670108,0.0001798235,0.0002021282,0.0011366261
2016-08-01,-0.0012705943,-0.0012705943,0.0039568469,0.0003812723,-0.0004505459,-0.0022500516,-0.002222328
2016-08-02,-0.006381941,-0.006381941,-0.0005834512,-0.02321079,0.0003686873,-0.0041076099,-0.0072863763
2016-08-03,0.0031290428,0.0031290428,0.0001528803,0.0016069757,0.0027387096,0.0042508342,0.005914974
2016-08-04,0.0002125493,0.0002125493,0.0045841113,0.0005026776,-0.003821596,5.71887940168E-05,-0.0006341636
2016-08-05,0.0085666972,0.0085666972,0.00699066,-0.0003915187,0.005572415,0.0126934834,0.0091246357
2016-08-08,-0.000907577,-0.000907577,0.0015930515,0.0009727767,-0.0006791018,0.0010566609,-0.0012662318
2016-08-09,0.0003897177,0.0003897177,0.0026482064,-0.0008156812,-0.0006843787,-0.0052349982,0.005641643
2016-08-10,-0.0028687971,-0.0028687971,0.004874859,-0.0089482749,-0.0027675852,-0.0026933423,-0.0028545302
