Date,^GSPC,0,10,20,30,40
2016-01-05,0.0020102043,0.0092512434,0.0116123455,0.0106523819,0.0103434585,0.0056536808
2016-01-06,-0.0132021629,-0.0071100635,-0.0109159425,-0.0162469186,-0.0206085537,-0.0168606117
2016-01-07,-0.0239858165,-0.0087879421,-0.0172889214,-0.0191876423,-0.0236344859,-0.0175831467
2016-01-08,-0.0108975377,-0.0078024049,-0.0115910405,-0.0131610613,-0.0112738097,-0.0107969958
2016-01-11,0.0008529085,-0.0013804043,-0.0076306514,-0.0108251926,-0.0136920521,-0.0093229171
2016-01-12,0.0077725142,0.0093581257,0.0057518114,0.002235183,-0.0045175715,0.0018375204
2016-01-13,-0.0252823754,-0.0153824454,-0.0222343709,-0.0298744366,-0.0388507545,-0.0288938563
2016-01-14,0.0165580612,0.0124730533,0.0136444727,0.0184390582,0.030368017,0.0169493873
2016-01-15,-0.0218357728,-0.0156595092,-0.0147042572,-0.0191053171,-0.0272624027,-0.0223578103
2016-01-19,0.0005316802,0.0057892716,0.0010576042,-0.0022608889,0.0028861309,0.0007956265
2016-01-20,-0.011762766,-0.0140587213,-0.0113715548,-0.0150251854,-0.0145667344,-0.0121872239
2016-01-21,0.0051819885,0.0025965532,0.0066057988,0.0046080877,0.0039549195,0.0071451589
2016-01-22,0.0200807268,0.017422026,0.012631394,0.0181347337,0.0284112394,0.022128813
2016-01-25,-0.015761545,-0.0116034634,-0.0151786106,-0.0175742358,-0.0160913002,-0.0151714263
2016-01-26,0.0140452379,0.0087798396,0.0125086876,0.0140494406,0.0230245702,0.0174579173
2016-01-27,-0.0109229225,-0.005346904,-0.0054255151,-0.0060534584,-0.006174054,-0.006935331
2016-01-28,0.0055133506,0.0085230917,0.0041866563,0.0034661409,-0.010754942,0.0001209773
2016-01-29,0.0244586511,0.0274169911,0.0274963137,0.0255694669,0.0250284243,0.0275778193
2016-02-01,-0.0004433347,-0.0008106392,0.0001595129,0.0004811304,0.0068199472,0.0011722707
2016-02-02,-0.0189209689,-0.0093769766,-0.0141487448,-0.0138000138,-0.015605838,-0.0169465002
2016-02-03,0.00497962,0.0100205997,0.0129678408,0.0096819717,0.0024800138,0.0050856429
2016-02-04,0.0015255684,0.0070467717,0.0066858386,0.0050147311,0.0047695241,0.0061328886
2016-02-05,-0.0186541581,-0.0009835858,-0.0084771914,-0.0149986306,-0.0187459029,-0.0118650561
2016-02-08,-0.0142550582,-0.0033299457,-0.018591566,-0.024469357,-0.0383176617,-0.0199572686
2016-02-09,-0.0006638404,0.0087033436,0.0044685998,0.00359233,0.0170602389,0.005754462
2016-02-10,-0.0001889684,0.0043668211,0.0006857142,0.0026421105,0.0074355397,0.0038971161
2016-02-11,-0.0123774472,-0.0097605763,-0.0111055691,-0.0116286743,-0.0087204669,-0.0130631989
2016-02-12,0.0193300151,0.0193422921,0.0206207875,0.0181423668,0.0169700738,0.0203532297
2016-02-16,0.0163817379,0.0113626458,0.0184569918,0.0206908789,0.0257249158,0.0206106417
2016-02-17,0.0163461105,0.0132048205,0.0191694014,0.0182249621,0.0204043966,0.0204590093
2016-02-18,-0.004676632,0.0006618699,-0.0010703161,-0.003737675,0.0032272371,-0.0012555168
2016-02-19,-2.60334080879E-05,0.0007660356,-0.0024333722,-0.0025493726,-0.0014597892,-0.0029987746
2016-02-22,0.0143507313,0.0063902079,0.0129241217,0.0134235667,0.015142615,0.0118476059
2016-02-23,-0.0125325773,-0.0044194334,-0.0120743038,-0.0116783865,-0.0119200675,-0.0097141564
2016-02-24,0.0044299599,0.0023920166,0.0084823389,0.0063754809,0.0060002953,0.0030902175
2016-02-25,0.0112843666,0.0098524606,0.0104538491,0.0096022217,0.0071586375,0.0097710229
2016-02-26,-0.0018718652,-0.0057299375,-0.0037084036,-0.0028430549,-0.0069298195,-0.0019462495
2016-02-29,-0.0081541314,-0.0097644618,-0.0096913269,-0.0076333149,-0.0095868995,-0.0129223848
2016-03-01,0.0235883859,0.0191866495,0.0194712523,0.0193362422,0.0206426159,0.0208972692
2016-03-02,0.0040859496,0.0014000661,0.0118604638,0.0080220485,0.009459842,0.0089592114
2016-03-03,0.0034926342,0.0009821665,0.0052995528,0.001159797,0.0024501677,0.0013892635
2016-03-04,0.00330044,0.0015277347,0.0063838647,0.0041212002,0.0091124671,0.0066137128
2016-03-07,0.000884623,-0.0039863712,-0.0021980251,-0.0033585764,-0.0032833219,-0.0002213382
2016-03-08,-0.0113037561,-0.0032488578,-0.0150895873,-0.0153336553,-0.0191206299,-0.0159684066
2016-03-09,0.0050396728,0.0052541024,0.0083020618,0.0070253699,0.0077730347,0.0030323954
2016-03-10,0.0001557925,0.000614338,0.0009441169,-0.0033153878,-0.0111638401,-0.0055686976
2016-03-11,0.0162625455,0.0143759521,0.0165742263,0.0153047228,0.0137206782,0.016493775
2016-03-14,-0.0012617682,-0.0001545338,-0.0011192001,-0.0003518113,0.0040081283,0.0005039099
2016-03-15,-0.001838631,0.006039938,-0.0031836357,-0.0051160646,-0.005416058,-0.0064130588
2016-03-16,0.0055847279,0.0011357205,0.0026161391,0.0040242262,0.006619452,0.0060154977
2016-03-17,0.006573583,0.0119542927,0.0129851457,0.0097004967,0.0068902294,0.0066605615
2016-03-18,0.0043959671,0.0021853242,0.0047225575,0.0044221333,0.0037727277,0.0045960578
2016-03-21,0.0009850921,-0.0012488898,0.0001932259,-0.0018662889,-0.0011267067,-0.0026491892
2016-03-22,-0.000877773,-0.0046615857,-0.0034039947,-0.0041111726,-0.0032965774,-0.0020721511
2016-03-23,-0.0064065096,1.21972843772E-05,-0.0114923622,-0.0124561721,-0.0112346048,-0.0087604616
2016-03-24,-0.000378142,0.0030852177,0.0029156387,0.0005977678,-0.002805138,0.0012556801
2016-03-28,0.0005451072,0.0042336565,0.0013340956,-0.0011409943,-0.001210482,-0.0005436598
