Date,T39.SI,S59.SI,U96.SI,A17U.SI,N21.SI,U14.SI,U11.SI,S63.SI,O39.SI,C61U.SI,CC3.SI,MC0.SI,C09.SI,Y92.SI,BN4.SI,S58.SI,D05.SI,C52.SI,C38U.SI,Z74.SI,C31.SI,F34.SI,J36.SI,G13.SI,C07.SI,S51.SI,BS6.SI,H78.SI,E5H.SI,^STI
2015-06-15,3.89,3.69,3.688,2.18096,0.54419,6.63,21.69,3.04,9.28136,1.384,3.651,2.469,9.43,0.098,7.73406,3.2,19.34,2.986,1.935,3.88,3.25578,3.122,53.33,0.88385,33.84671,2.735,1.345,7.82,0.39811,3323.129883
2015-06-16,3.84,3.643,3.679,2.18096,0.54419,6.59,21.58,3.03,9.24434,1.393,3.624,2.479,9.38,0.099,7.80754,3.2,19.14,2.995,1.944,3.87,3.23634,3.131,51.36,0.87902,33.73437,2.773,1.355,7.72,0.39325,3298.090088
2015-06-17,3.85,3.634,3.67,2.14564,0.54041,6.72,21.76,3.05,9.3739,1.384,3.615,2.479,9.44,0.098,7.80754,3.23,19.37,2.995,1.899,3.92,3.22662,3.17,52.41,0.90317,34.44595,2.754,1.345,7.87,0.3884,3325.909912
2015-06-18,3.84,3.615,3.641,2.16331,0.51395,6.66,21.77,3.05,9.28136,1.384,3.624,2.469,9.48,0.098,7.81673,3.24,19.18,2.967,1.908,3.92,3.21691,3.122,52.31,0.89351,33.76248,2.707,1.345,7.67,0.39325,3300.419922
2015-06-19,3.88,3.578,3.67,2.16331,0.52907,6.72,21.67,3.05,9.31837,1.357,3.651,2.441,9.37,0.098,7.73406,3.25,19.27,2.958,1.899,3.95,3.2655,3.141,52.3,0.90317,33.34113,2.669,1.35,7.45,0.39325,3300.959961
2015-06-22,3.88,3.587,3.679,2.15447,0.51773,6.67,21.8,3.02,9.3739,1.375,3.642,2.394,9.39,0.097,7.72487,3.24,19.46,2.995,1.908,4.01,3.29466,3.131,51.83,0.89834,33.19134,2.716,1.345,7.67,0.39325,3315.129883
2015-06-23,3.89,3.578,3.688,2.18096,0.52529,6.68,22.02,3.07,9.46643,1.384,3.642,2.46,9.4,0.099,7.71569,3.25,19.49,2.986,1.926,3.98,3.33353,3.17,52.75,0.87902,33.51903,2.716,1.35,7.85,0.39811,3339.780029
2015-06-24,3.91,3.597,3.726,2.14564,0.54041,6.71,22.14,3.14,9.54971,1.375,3.624,2.45,9.57,0.099,7.71569,3.28,19.39,3.014,1.935,3.96,3.36269,3.16,53.66,0.88385,33.80782,2.707,1.35,7.74,0.39811,3351.330078
2015-06-25,3.92,3.569,3.717,2.15447,0.55552,6.62,22.16,3.12,9.62374,1.379,3.597,2.45,9.59,0.097,7.67895,3.3,19.43,3.023,1.935,3.92,3.36269,3.15,53.13,0.87902,33.63454,2.697,1.34,7.76,0.40296,3349.870117
2015-06-26,3.87,3.615,3.726,2.16331,0.57442,6.64,21.87,3.11,9.45718,1.379,3.579,2.441,9.61,0.098,7.6422,3.31,19.13,2.995,1.953,3.85,3.40156,3.16,52.79,0.87902,32.76817,2.707,1.345,7.68,0.39811,3320.899902
2015-06-29,3.86,3.578,3.679,2.11916,0.54419,6.56,21.67,3.05,9.34613,1.362,3.507,2.375,9.52,0.097,7.55035,3.33,18.92,2.902,1.917,3.85,3.30438,3.141,51.64,0.86936,31.91142,2.678,1.345,7.59,0.39325,3280.179932
2015-06-30,3.85,3.578,3.66,2.17214,0.57442,6.6,21.83,3.06,9.42016,1.379,3.561,2.394,9.57,0.097,7.55035,3.43,19.28,2.921,1.953,3.93,3.40156,3.141,53,0.86453,31.86329,2.678,1.35,7.68,0.39811,3317.330078
2015-07-01,3.82,3.578,3.679,2.18096,0.57064,6.65,21.87,3.05,9.41091,1.371,3.543,2.422,9.66,0.098,7.55035,3.44,19.11,2.986,1.972,3.97,3.44044,3.122,52.93,0.87419,30.95841,2.669,1.34,7.86,0.39325,3331.139893
2015-07-02,3.86,3.587,3.688,2.12799,0.56308,6.67,22.05,3.04,9.3924,1.366,3.534,2.403,9.68,0.097,7.54117,3.36,19.11,2.893,1.926,3.96,3.40156,3.141,52.83,0.87419,30.99692,2.669,1.345,7.81,0.40296,3327.840088
2015-07-03,3.86,3.587,3.679,2.13681,0.56686,6.63,22.15,3.05,9.46643,1.384,3.561,2.394,9.67,0.097,7.55954,3.38,19.49,2.93,1.972,3.96,3.421,3.16,52.26,0.87902,30.49635,2.678,1.345,7.84,0.40296,3342.72998
2015-07-06,3.84,3.606,3.651,2.14564,0.54041,6.57,22.04,3.06,9.47568,1.375,3.561,2.384,9.75,0.098,7.54117,3.39,19.5,2.893,1.972,3.98,3.40156,3.131,52.16,0.87419,29.41819,2.669,1.345,7.62,0.39325,3332.939941
2015-07-07,3.83,3.625,3.632,2.15447,0.54041,6.52,22.13,3.07,9.49419,1.366,3.588,2.375,9.68,0.097,7.61465,3.38,19.55,2.818,1.99,4.03,3.43072,3.141,51.78,0.87419,28.7636,2.678,1.336,7.57,0.3884,3340.929932
2015-07-08,3.84,3.625,3.604,2.11916,0.52529,6.27,21.7,3.04,9.3924,1.357,3.588,2.346,9.5,0.097,7.48605,3.39,19.25,2.799,1.944,4.04,3.29466,3.102,49.59,0.85004,28.92725,2.631,1.288,7.22,0.37869,3284.98999
2015-07-09,3.82,3.625,3.613,2.11916,0.51773,6.37,21.6,3.03,9.34613,1.348,3.579,2.29,9.49,0.096,7.4585,3.38,19.12,2.799,1.935,3.97,3.25578,3.112,50.33,0.85487,29.84175,2.65,1.259,7.32,0.36412,3267.399902
2015-07-10,3.81,3.597,3.613,2.14564,0.51395,6.33,21.54,3.07,9.35539,1.34,3.552,2.299,9.58,0.095,7.48605,3.34,19.24,2.827,1.935,4,3.2655,3.093,50.31,0.86453,30.58298,2.641,1.255,7.45,0.36898,3279.879883
2015-07-13,3.87,3.597,3.641,2.16331,0.51773,6.48,21.73,3.11,9.42016,1.344,3.57,2.337,9.59,0.096,7.50443,3.36,19.53,2.837,1.944,4.08,3.27522,3.102,50.42,0.8597,30.80439,2.66,1.259,7.53,0.37383,3311.219971
2015-07-14,3.89,3.606,3.613,2.18979,0.51773,6.49,21.73,3.13,9.42016,1.34,3.588,2.346,9.68,0.096,7.5228,3.4,19.62,2.827,1.963,4.03,3.28494,3.112,50.52,0.86936,30.34232,2.65,1.259,7.54,0.36898,3316.5
2015-07-15,3.92,3.615,3.641,2.17214,0.51395,6.52,21.98,3.14,9.43867,1.331,3.57,2.356,9.67,0.097,7.48605,3.42,19.76,2.855,1.953,4,3.30438,3.131,52.75,0.87419,30.70813,2.66,1.25,7.48,0.36898,3338.860107
2015-07-16,3.93,3.597,3.66,2.14564,0.5064,6.64,22.04,3.16,9.55897,1.326,3.579,2.365,9.65,0.097,7.51361,3.42,19.93,2.855,1.953,4.03,3.34325,3.16,52.13,0.87419,30.54448,2.678,1.259,7.48,0.36412,3353.449951
2015-07-20,3.96,3.597,3.66,2.18096,0.51395,6.67,22.14,3.17,9.62374,1.322,3.543,2.413,9.73,0.097,7.50443,3.37,19.92,2.865,1.953,4.06,3.36269,3.17,52.5,0.89834,30.5156,2.678,1.255,7.5,0.36412,3373.47998
2015-07-21,3.96,3.606,3.632,2.16331,0.50262,6.64,22.16,3.19,9.58673,1.313,3.561,2.441,9.68,0.098,7.51361,3.36,19.97,2.837,1.981,4.09,3.39184,3.131,52.19,0.87902,29.92839,2.669,1.259,7.49,0.36412,3371.409912
2015-07-22,3.99,3.615,3.651,2.14564,0.49128,6.58,22.13,3.15,9.57747,1.309,3.543,2.46,9.61,0.096,7.47687,3.42,19.87,2.874,1.944,4.05,3.37241,3.102,52.69,0.88385,30.03428,2.66,1.274,7.56,0.35927,3359.169922
2015-07-23,4,3.606,3.66,2.15447,0.47616,6.57,22.16,3.13,9.64225,1.3,3.552,2.384,9.57,0.096,7.49524,3.42,19.93,2.874,1.935,4.07,3.34325,3.083,52.3,0.89351,29.91876,2.65,1.25,7.4,0.35441,3356.370117
2015-07-24,3.98,3.606,3.641,2.18979,0.47994,6.59,22.16,3.12,9.66076,1.309,3.561,2.403,9.54,0.096,7.4585,3.67,19.95,2.865,1.944,4.05,3.31409,3.093,51.52,0.88385,29.19679,2.641,1.255,7.4,0.35927,3352.649902
2015-07-27,3.97,3.615,3.604,2.15447,0.4686,6.5,21.95,3.09,9.54971,1.309,3.579,2.356,9.39,0.095,7.42176,3.6,19.65,2.846,1.944,4.01,3.24606,3.055,51.41,0.86936,29.11977,2.603,1.255,7.33,0.34956,3313.419922
2015-07-28,3.96,3.587,3.547,2.13681,0.44971,6.41,21.74,3.06,9.50345,1.282,3.552,2.327,9.23,0.094,7.30235,3.63,19.56,2.809,1.923,3.98,3.22662,3.064,51.36,0.86453,28.83098,2.575,1.212,7.23,0.33014,3281.090088
2015-07-29,3.97,3.506,3.528,2.14564,0.44593,6.4,21.72,3.08,9.56822,1.291,3.543,2.346,9.32,0.094,7.31167,3.65,19.57,2.827,1.923,3.98,3.22662,3.055,51.36,0.87419,29.08127,2.556,1.231,7.17,0.31557,3284
2015-07-30,3.98,3.487,3.481,2.13681,0.39302,6.4,21.7,3.05,9.50345,1.298,3.525,2.365,9.25,0.094,7.27437,3.65,19.3,2.799,1.886,3.93,3.21691,3.093,51.35,0.8597,29.02351,2.509,1.221,7.16,0.31072,3249.52002
2015-07-31,3.94,3.44,3.359,2.13681,0.3439,6.39,21.01,3.05,9.52195,1.298,3.453,2.176,9.13,0.096,6.99459,3.58,19.08,2.809,1.84,3.91,3.12944,3.064,50.67,0.85004,28.44593,2.462,1.231,7.22,0.30586,3202.5
2015-08-03,3.94,3.297,3.161,2.13681,0.35523,6.34,20.78,3.07,9.5127,1.276,3.389,2.132,9.22,0.096,6.91065,3.64,19.12,2.809,1.896,3.89,3.14888,3.064,50.48,0.84521,28.89837,2.433,1.212,7.31,0.30101,3192.790039
2015-08-04,3.97,3.363,3.256,2.14564,0.45349,6.32,20.49,3.04,9.48494,1.298,3.417,2.278,9.08,0.096,6.88267,3.6,19.25,2.809,1.914,3.94,3.09056,3.016,48.18,0.86936,29.62035,2.424,1.255,7.2,0.31072,3191.040039
2015-08-05,3.99,3.325,3.538,2.11916,0.42703,6.36,20.41,3.03,9.43867,1.312,3.38,2.288,9.16,0.096,7.1065,3.62,19.13,2.818,1.896,3.89,3.08084,3.035,48.56,0.79691,28.87912,2.537,1.216,7.4,0.31557,3191.389893
2015-08-06,3.97,3.306,3.5,2.12799,0.43837,6.35,20.39,3.03,9.43867,1.298,3.453,2.297,9.07,0.097,7.01324,3.66,19.22,2.818,1.905,3.88,3.12944,3.035,49.29,0.80174,28.73472,2.518,1.202,7.3,0.32528,3196.659912
2015-08-11,3.91,3.325,3.528,2.03086,0.43081,6.34,19.74,2.95,9.32763,1.257,3.453,2.278,8.92,0.098,6.94795,3.58,18.66,2.809,1.85,3.82,3.11,2.94,49.97,0.80174,28.79248,2.49,1.178,7.24,0.31072,3153.060059
2015-08-12,3.88,3.306,3.378,2.02203,0.38169,6.17,18.91,2.94,8.95075,1.244,3.371,2.22,8.61,0.097,6.80806,3.64,17.63,2.79,1.836,3.72,2.96422,2.901,49.11,0.77759,28.22452,2.48,1.154,7.2,0.29615,3061.48999
2015-08-13,3.88,3.297,3.444,2.01319,0.37791,6.24,19.26,3,9.12035,1.235,3.426,2.21,8.88,0.096,6.90132,3.64,17.99,2.809,1.827,3.81,3.09056,2.921,49.02,0.75827,28.20527,2.509,1.135,7.22,0.31072,3091.780029
2015-08-14,3.9,3.316,3.425,2.02203,0.37035,6.31,19.48,3.04,9.19572,1.221,3.435,2.239,8.96,0.097,6.85469,3.62,18.21,2.902,1.817,3.88,3.05169,2.916,49.33,0.76793,28.30153,2.558,1.15,7.1,0.31072,3114.25
2015-08-17,3.87,3.335,3.32,1.98671,0.3439,6.28,19.14,2.94,9.04497,1.216,3.39,2.22,8.8,0.098,6.78008,3.59,17.76,2.809,1.762,3.84,2.99337,2.906,49.12,0.77276,28.20527,2.49,1.116,7.04,0.30101,3067.350098
2015-08-18,3.86,3.344,3.262,1.95139,0.31366,6.19,19.17,2.88,8.95075,1.225,3.399,2.22,8.76,0.097,6.66817,3.53,17.81,2.799,1.781,3.86,2.96422,2.906,48.56,0.76793,28.28228,2.461,1.14,6.96,0.30101,3049.649902
2015-08-19,3.87,3.306,3.234,1.97788,0.32122,6.17,19.08,2.83,8.90364,1.207,3.353,2.191,8.82,0.097,6.61222,3.6,17.69,2.847,1.781,3.86,2.94478,2.896,48.92,0.77276,28.27265,2.422,1.078,7.09,0.30101,3041.25
2015-08-20,3.88,3.287,3.167,1.97788,0.325,6.13,18.93,2.78,8.75289,1.207,3.326,2.142,8.74,0.098,6.49098,3.55,17.48,2.771,1.762,3.8,2.91563,2.906,48.73,0.78242,28.00312,2.315,1.078,7,0.29615,3009.780029
2015-08-21,3.87,3.249,3.119,1.97788,0.33634,6.01,18.4,2.76,8.57388,1.18,3.298,2.084,8.58,0.096,6.34176,3.47,17.3,2.724,1.753,3.77,2.91563,2.887,48.1,0.77276,27.84909,2.266,1.04,6.9,0.30101,2971.01001
2015-08-24,3.72,3.106,2.938,1.95139,0.30988,5.7,17.86,2.61,8.19701,1.157,3.189,1.987,8.22,0.092,6.05265,3.34,16.69,2.563,1.716,3.62,2.72125,2.713,45.69,0.71964,26.58804,2.12,1.002,6.43,0.28159,2843.389893
2015-08-25,3.69,3.154,3.062,1.94256,0.35145,5.81,18.53,2.63,8.44197,1.166,3.253,2.094,8.36,0.114,6.51895,3.4,16.93,2.582,1.739,3.73,2.71153,2.684,44.59,0.73896,26.44364,2.227,1.016,6.31,0.28159,2886.290039
2015-08-26,3.66,3.23,3.11,1.91606,0.34012,5.77,18.64,2.69,8.37602,1.153,3.234,2.045,8.56,0.114,6.32311,3.33,16.69,2.648,1.735,3.68,2.73097,2.645,43.76,0.72447,26.19171,2.217,0.983,6.56,0.28644,2873
2015-08-27,3.71,3.297,3.31,1.94256,0.38924,5.86,19.01,2.93,8.63983,1.207,3.28,2.103,8.59,0.116,6.49098,3.31,17.11,2.657,1.794,3.68,2.84759,2.713,45.86,0.73413,27.79054,2.324,1.016,6.66,0.29615,2945.429932
2015-08-28,3.74,3.383,3.348,1.95139,0.39302,5.95,19.01,2.88,8.57388,1.221,3.308,2.152,8.56,0.116,6.56558,3.38,17.03,2.657,1.804,3.64,2.76984,2.752,47.73,0.73896,28.04247,2.402,1.026,6.64,0.30101,2955.939941
2015-08-31,3.71,3.335,3.262,1.96905,0.41192,5.97,18.66,2.9,8.41371,1.212,3.344,2.152,8.6,0.114,6.37906,3.39,16.8,2.657,1.767,3.58,2.74069,2.752,46.98,0.74378,27.71302,2.324,1.049,6.59,0.30586,2921.439941
2015-09-01,3.68,3.249,3.243,1.9249,0.39302,5.88,18.49,2.81,8.31007,1.184,3.262,2.094,8.32,0.114,6.29513,3.33,16.52,2.639,1.748,3.55,2.72125,2.713,46.74,0.71964,27.6355,2.324,1.016,6.47,0.29615,2882.77002
2015-09-02,3.66,3.24,3.205,1.90724,0.40058,5.84,18.54,2.82,8.34775,1.189,3.234,2.055,8.36,0.111,6.27647,3.33,16.65,2.648,1.716,3.51,2.71153,2.665,46.5,0.70998,28.1103,2.285,1.021,6.41,0.29615,2878.129883
2015-09-03,3.68,3.23,3.253,1.95139,0.40436,5.77,18.8,2.82,8.44197,1.189,3.271,2.065,8.36,0.111,6.33243,3.35,16.79,2.714,1.744,3.54,2.72125,2.655,47.34,0.71964,28.5851,2.305,1.011,6.38,0.29615,2906.429932
2015-09-04,3.64,3.24,3.205,1.91606,0.3968,5.8,18.44,2.76,8.34775,1.189,3.244,1.977,8.19,0.111,6.29513,3.53,16.55,2.648,1.744,3.53,2.67266,2.645,46.29,0.70032,28.57541,2.276,1.035,6.25,0.2913,2863.810059
2015-09-07,3.62,3.297,3.177,1.90724,0.38924,5.77,18.44,2.72,8.31949,1.184,3.244,1.958,8.07,0.111,6.23917,3.46,16.49,2.639,1.735,3.51,2.65322,2.539,45.83,0.70515,28.02309,2.227,1.011,6.28,0.28644,2852.409912
2015-09-08,3.69,3.335,3.253,1.90724,0.40436,5.93,18.58,2.8,8.47024,1.203,3.298,1.977,8.22,0.112,6.36041,3.53,16.74,2.705,1.73,3.49,2.72125,2.51,46.02,0.70998,28.65293,2.285,1.049,6.38,0.2913,2885.320068
2015-09-09,3.7,3.383,3.348,1.96905,0.40058,5.9,19.06,2.89,8.61157,1.23,3.298,2.016,8.27,0.11,6.53761,3.64,16.99,2.714,1.758,3.61,2.77956,2.568,45.16,0.71481,29.00177,2.363,1.097,6.46,0.30101,2928.179932
2015-09-10,3.65,3.402,3.234,1.94256,0.38547,5.79,18.75,2.83,8.49851,1.198,3.244,1.968,8.17,0.108,6.39771,3.57,16.76,2.714,1.739,3.56,2.72125,2.481,45.82,0.70032,28.07154,2.334,1.097,6.42,0.2913,2888.030029
2015-09-14,3.62,3.402,3.224,1.93373,0.35901,5.79,18.75,2.77,8.47024,1.184,3.271,2.016,8,0.108,6.32311,3.57,16.66,2.724,1.721,3.56,2.71153,2.53,44.45,0.69549,27.86805,2.266,1.121,6.42,0.30101,2871.469971
2015-09-15,3.63,3.478,3.205,1.9249,0.34767,5.78,18.58,2.77,8.40429,1.189,3.253,1.987,7.81,0.108,6.26715,3.64,16.54,2.676,1.716,3.52,2.69209,2.52,43.47,0.70515,27.6355,2.247,1.126,6.38,0.30101,2841.939941
2015-09-16,3.7,3.468,3.224,1.95139,0.34012,5.82,18.6,2.79,8.4514,1.216,3.234,2.006,7.87,0.11,6.36041,3.7,16.48,2.724,1.735,3.53,2.69209,2.539,44.33,0.74861,27.87774,2.256,1.174,6.55,0.29615,2868.73999
2015-09-17,3.67,3.525,3.358,1.97788,0.35523,5.81,18.77,2.84,8.5833,1.235,3.271,2.016,7.87,0.109,6.59356,3.65,16.47,2.743,1.753,3.56,2.73097,2.587,44.72,0.74378,28.38162,2.324,1.135,6.53,0.31072,2895.810059
2015-09-18,3.64,3.564,3.339,1.96905,0.37035,5.74,18.64,2.8,8.47966,1.216,3.28,1.948,7.86,0.107,6.66817,3.62,16.39,2.714,1.735,3.64,2.70181,2.559,44.22,0.7293,28.38162,2.334,1.112,6.44,0.30101,2879.590088
2015-09-21,3.69,3.564,3.406,1.99554,0.35523,5.8,18.45,2.81,8.48908,1.221,3.253,1.987,7.91,0.11,6.66817,3.73,16.3,2.714,1.753,3.59,2.72125,2.568,44.22,0.7293,27.89712,2.334,1.135,6.49,0.29615,2882.27002
2015-09-22,3.66,3.525,3.444,1.98671,0.35145,5.77,18.33,2.76,8.55504,1.235,3.234,1.997,7.77,0.112,6.5003,3.75,16.28,2.686,1.744,3.54,2.70181,2.616,44.78,0.71964,27.84867,2.266,1.112,6.47,0.2913,2868.469971
2015-09-23,3.69,3.544,3.367,1.97788,0.34012,5.76,18.26,2.74,8.39486,1.212,3.244,1.997,7.72,0.113,6.42569,3.73,15.98,2.714,1.739,3.54,2.69209,2.549,44.53,0.70515,27.70333,2.237,1.102,6.36,0.2913,2845.73999
2015-09-25,3.67,3.516,3.367,2.03086,0.3439,5.75,18.11,2.72,8.39486,1.212,3.262,1.968,7.73,0.113,6.36041,3.74,15.86,2.657,1.753,3.48,2.71153,2.549,45.4,0.70515,27.09286,2.276,1.078,6.4,0.30586,2832.639893
2015-09-28,3.62,3.525,3.272,2.00436,0.33634,5.68,17.88,2.68,8.22527,1.212,3.198,1.958,7.6,0.112,6.30445,3.86,15.68,2.629,1.739,3.37,2.68238,2.51,44.69,0.69066,26.50178,2.188,1.069,6.35,0.30101,2791.919922
2015-09-29,3.61,3.506,3.291,2.01319,0.30233,5.73,17.86,2.79,8.23469,1.207,3.143,1.968,7.56,0.113,6.29513,3.79,15.48,2.648,1.739,3.4,2.66294,2.433,44.22,0.71481,26.11419,2.198,1.078,6.29,0.30101,2787.939941
2015-09-30,3.62,3.506,3.301,2.06618,0.31366,5.74,17.86,2.81,8.2818,1.221,3.161,1.977,7.53,0.11,6.32311,3.65,15.33,2.714,1.748,3.44,2.60463,2.481,44.45,0.70032,26.18202,2.227,1.083,6.29,0.32043,2790.889893
2015-10-01,3.6,3.497,3.329,2.05734,0.30988,5.69,17.91,2.79,8.29122,1.203,3.198,1.968,7.57,0.111,6.26715,3.76,15.39,2.771,1.744,3.44,2.63378,2.501,44.23,0.70032,25.98822,2.208,1.092,6.46,0.32528,2801.850098
2015-10-02,3.58,3.525,3.358,2.05734,0.29855,5.62,17.6,2.81,8.26296,1.203,3.161,1.977,7.52,0.111,6.2485,3.77,15.25,2.78,1.758,3.41,2.73097,2.472,44.15,0.69549,26.09481,2.188,1.088,6.59,0.32528,2793.149902
2015-10-05,3.6,3.544,3.434,2.10149,0.30233,5.72,17.89,2.83,8.43255,1.23,3.198,2.026,7.61,0.109,6.39771,3.72,15.61,2.856,1.781,3.5,2.799,2.655,44.5,0.70998,26.90876,2.266,1.116,6.81,0.33985,2851.25
2015-10-06,3.61,3.564,3.444,2.11916,0.28721,5.85,18.15,2.91,8.53619,1.257,3.253,2.103,7.83,0.11,6.45367,3.7,16,2.799,1.804,3.6,2.86703,2.665,46.47,0.72447,28.93394,2.315,1.131,6.89,0.36898,2897.409912
2015-10-07,3.68,3.649,3.568,2.10149,0.3061,6.02,18.79,2.98,8.78116,1.271,3.308,2.162,7.94,0.111,6.69615,3.73,16.53,2.856,1.813,3.59,2.94478,2.79,47.84,0.76793,29.81572,2.461,1.15,6.95,0.35927,2961.810059
2015-10-08,3.67,3.659,3.558,2.05734,0.3061,5.97,18.8,2.98,8.73405,1.266,3.271,2.152,7.85,0.11,6.6775,3.63,16.47,2.78,1.813,3.61,2.93506,2.723,47.65,0.75827,29.48626,2.461,1.183,6.91,0.33985,2947.030029
2015-10-09,3.67,3.697,3.663,2.10149,0.35523,6.25,19.15,2.98,8.84711,1.262,3.298,2.22,7.98,0.112,6.93863,3.62,16.73,2.856,1.822,3.68,3.06141,2.79,48.78,0.7631,30.51339,2.529,1.183,6.9,0.35441,2998.5
2015-10-12,3.76,3.697,3.749,2.11916,0.38924,6.31,19.32,3.05,8.86596,1.276,3.28,2.249,8.06,0.113,6.94795,3.6,16.81,2.913,1.84,3.74,3.04197,2.829,48.31,0.78242,31.2692,2.645,1.193,6.91,0.36898,3032.110107
2015-10-13,3.77,3.678,3.587,2.13681,0.35523,6.32,19.16,2.97,8.74347,1.266,3.234,2.181,7.87,0.11,6.7148,3.53,16.56,2.837,1.84,3.68,2.9545,2.819,48.68,0.75344,30.03858,2.558,1.178,7.02,0.36412,2984.879883
2015-10-14,3.71,3.668,3.654,2.13681,0.35901,6.36,19.07,3.04,8.67752,1.257,3.262,2.229,7.96,0.11,6.79874,3.53,16.48,2.837,1.84,3.69,2.9545,2.781,49.01,0.73896,30.54246,2.529,1.202,7.05,0.36898,2983.919922
2015-10-15,3.71,3.687,3.73,2.14564,0.37413,6.42,19.32,3.06,8.78116,1.266,3.298,2.229,8.05,0.112,6.892,3.6,16.69,2.847,1.859,3.73,2.99337,2.848,50.52,0.74861,31.08509,2.567,1.193,7.14,0.36898,3015.139893
2015-10-16,3.74,3.726,3.72,2.16331,0.38169,6.5,19.31,3.01,8.87538,1.289,3.317,2.249,8,0.109,6.85469,3.52,16.91,2.828,1.859,3.77,3.01281,2.848,50.8,0.74378,30.99788,2.567,1.212,7.27,0.36898,3030.610107
2015-10-19,3.78,3.773,3.663,2.14564,0.38169,6.42,19.28,3.04,8.85653,1.289,3.317,2.229,8.07,0.11,6.76143,3.54,16.94,2.837,1.877,3.72,3.03225,2.81,50.27,0.75344,31.14323,2.529,1.197,7.33,0.36412,3024.5
2015-10-20,3.73,3.745,3.606,2.11916,0.38924,6.36,19.32,3.08,8.80943,1.271,3.317,2.229,8.05,0.109,6.73345,3.49,16.79,2.847,1.877,3.72,2.96422,3.061,49.86,0.74861,30.96881,2.461,1.193,7.23,0.37383,3019.030029
2015-10-21,3.74,3.754,3.606,2.11916,0.38547,6.34,19.35,3.09,8.81885,1.276,3.326,2.239,8,0.109,6.77076,3.64,16.93,2.837,1.886,3.73,2.98366,3.051,50.35,0.75344,30.15486,2.47,1.202,7.26,0.36412,3025.699951
2015-10-22,3.73,3.745,3.615,2.16331,0.38924,6.39,19.48,3.04,8.83769,1.28,3.335,2.249,8.06,0.111,6.79874,3.68,16.83,2.856,1.868,3.76,3.00309,3.041,49.87,0.80657,29.86417,2.47,1.207,7.23,0.37383,3038.110107
2015-10-23,3.74,3.754,3.53,2.20746,0.40814,6.53,19.64,3.11,8.92249,1.285,3.344,2.278,8.22,0.109,6.76143,3.65,17.02,2.922,1.886,3.85,3.05169,3.07,50.11,0.80174,31.39517,2.392,1.207,7.2,0.37869,3068.459961
2015-10-26,3.79,3.792,3.444,2.17214,0.42326,6.5,19.77,3.13,8.8848,1.312,3.381,2.297,8.22,0.11,6.7148,3.67,17.03,2.875,1.905,3.89,3.08084,3.118,50.8,0.80174,32.02501,2.344,1.193,7.38,0.39811,3083.070068
2015-10-27,3.78,3.792,3.434,2.21628,0.40436,6.51,19.52,3.13,8.74347,1.307,3.335,2.268,8.11,0.11,6.64019,3.63,16.76,2.894,1.886,3.84,3.09056,3.041,50.37,0.80657,32.25756,2.266,1.183,7.39,0.39325,3052.530029
2015-10-28,3.8,3.764,3.444,2.23512,0.40436,6.48,19.26,3.17,8.6681,1.303,3.326,2.249,8.08,0.109,6.6775,3.66,16.5,2.884,1.886,3.87,3.11972,3.09,50.9,0.78725,31.39517,2.305,1.197,7.41,0.3884,3040.51001
2015-10-29,3.8,3.735,3.415,2.2168,0.39302,6.36,19.29,3.07,8.55504,1.285,3.271,2.21,7.9,0.108,6.64019,3.62,16.39,2.866,1.854,3.8,3.04197,3.012,49.9,0.77759,30.58122,2.276,1.174,7.24,0.37869,3001.51001
2015-10-30,3.76,3.802,3.415,2.18932,0.38169,6.26,19.57,3.12,8.50793,1.285,3.289,2.171,7.77,0.108,6.60289,3.61,16.33,2.875,1.849,3.81,3.01281,3.022,51.36,0.78725,31.60834,2.276,1.193,7.15,0.37869,2998.350098
2015-11-02,3.74,3.745,3.358,2.15268,0.36279,6.29,19.46,3.15,8.43255,1.262,3.262,2.181,7.76,0.108,6.49098,3.66,16.31,2.903,1.826,3.77,2.98366,2.954,50,0.78242,31.60834,2.237,1.193,7.05,0.35927,2974.409912
2015-11-03,3.79,3.792,3.358,2.13436,0.37791,6.31,19.57,3.11,8.61157,1.248,3.298,2.152,7.76,0.108,6.60289,3.64,16.64,2.884,1.83,3.75,3.03225,3.003,49.87,0.80174,32.17035,2.247,1.202,7.01,0.36898,2999.560059
2015-11-04,3.79,3.745,3.386,2.15268,0.3968,6.31,19.77,3.11,8.64925,1.266,3.335,2.21,7.88,0.108,6.68682,3.62,16.9,2.97,1.854,3.83,3.11972,2.993,51.75,0.82589,32.51919,2.295,1.193,7.23,0.37383,3040.47998
2015-11-05,3.81,3.792,3.367,2.1252,0.38924,6.35,19.85,3.11,8.5833,1.262,3.371,2.162,7.88,0.109,6.6775,3.71,16.56,2.96,1.849,3.78,3.11,2.983,50.26,0.82589,32.36415,2.256,1.164,7.14,0.37383,3023.649902
2015-11-06,3.8,3.764,3.339,2.10688,0.3968,6.28,19.7,3.04,8.54561,1.244,3.353,2.191,7.84,0.109,6.64019,3.79,16.46,2.922,1.835,3.75,3.13916,2.954,50.77,0.83072,32.51919,2.256,1.154,7.1,0.36412,3010.469971
2015-11-09,3.79,3.792,3.348,2.0794,0.39302,6.21,19.75,2.97,8.5833,1.221,3.317,2.132,7.73,0.109,6.59356,3.8,16.51,2.913,1.816,3.7,3.05169,2.964,50.59,0.82106,32.65485,2.237,1.145,7.03,0.36898,2997.719971
