Date,T39.SI,S59.SI,U96.SI,A17U.SI,N21.SI,U14.SI,U11.SI,S63.SI,O39.SI,C61U.SI,CC3.SI,MC0.SI,C09.SI,Y92.SI,BN4.SI,S58.SI,D05.SI,C52.SI,C38U.SI,Z74.SI,C31.SI,F34.SI,J36.SI,G13.SI,C07.SI,S51.SI,BS6.SI,H78.SI,E5H.SI,^STI
2015-11-11,3.8,3.764,3.329,2.04275,0.38924,6.16,19.75,2.93,8.52677,1.207,3.317,2.132,7.71,0.109,6.53761,3.79,16.47,2.903,1.779,3.7,3.01281,2.945,49.79,0.80657,32.84865,2.217,1.121,6.94,0.35441,2981.590088
2015-11-12,3.79,3.735,3.272,2.05191,0.37791,6.09,19.52,2.86,8.47966,1.194,3.362,2.094,7.54,0.109,6.43502,3.81,16.3,2.913,1.765,3.7,3.02253,2.867,48.46,0.78725,32.00563,2.178,1.083,7.02,0.3447,2959.01001
2015-11-13,3.76,3.648,3.205,2.02443,0.33634,5.94,19.4,2.81,8.40429,1.189,3.297,2.045,7.46,0.109,6.35108,3.72,16.21,2.818,1.742,3.69,2.97394,2.829,47.18,0.75344,31.36609,2.149,1.102,6.95,0.35927,2925.679932
2015-11-16,3.77,3.609,3.215,2.03359,0.32878,5.95,19.07,2.77,8.40429,1.184,3.316,2.074,7.44,0.109,6.34176,3.79,16.21,2.837,1.742,3.65,2.98366,2.877,47.51,0.7293,31.37579,2.159,1.088,6.97,0.34956,2915.72998
2015-11-17,3.78,3.609,3.243,2.05191,0.31744,5.85,19.15,2.77,8.38544,1.189,3.316,2.055,7.43,0.109,6.35108,3.79,16.15,2.884,1.746,3.67,2.97394,2.867,48.68,0.71964,31.48238,2.188,1.092,6.97,0.34956,2916.780029
2015-11-18,3.77,3.619,3.148,2.07023,0.31744,5.84,18.91,2.72,8.31007,1.175,3.288,2.036,7.37,0.108,6.23917,3.81,15.9,2.856,1.746,3.64,2.98366,2.838,48.1,0.71481,30.95912,2.14,1.059,6.86,0.3447,2886.080078
2015-11-19,3.76,3.599,3.177,2.0794,0.32122,5.88,19.27,2.77,8.43255,1.189,3.316,2.055,7.4,0.108,6.30445,3.82,16.08,2.884,1.76,3.7,3.06141,2.838,48.01,0.72447,31.68586,2.13,1.059,6.96,0.34956,2919.830078
2015-11-20,3.78,3.589,3.138,2.09772,0.31366,5.82,19.27,2.78,8.41371,1.189,3.362,2.045,7.38,0.108,6.25782,3.79,15.98,2.903,1.756,3.72,3.04197,2.838,47.63,0.71481,31.72462,2.081,1.049,7.02,0.34956,2917.909912
2015-11-23,3.76,3.541,3.167,2.08856,0.30988,5.86,19.03,2.78,8.31007,1.18,3.381,2.045,7.29,0.108,6.23917,3.81,15.87,2.884,1.751,3.68,3.01281,2.819,47.9,0.72447,31.32734,2.062,1.064,7.11,0.34956,2903.48999
2015-11-24,3.76,3.57,3.215,2.1252,0.3061,5.88,19.15,2.79,8.34775,1.194,3.409,2.065,7.36,0.108,6.37906,3.77,15.99,2.884,1.76,3.7,3.04197,2.838,47.89,0.76793,31.43392,2.11,1.088,7.08,0.34956,2923.48999
2015-11-25,3.77,3.464,3.224,2.09772,0.30233,5.88,18.87,2.77,8.29122,1.184,3.409,2.026,7.28,0.11,6.2485,3.81,15.81,2.866,1.746,3.64,3.02253,2.81,46.96,0.74861,31.08509,2.091,1.078,6.99,0.35441,2891.580078
2015-11-26,3.82,3.541,3.196,2.171,0.29855,5.89,18.53,2.77,8.21585,1.189,3.446,1.987,7.29,0.11,6.2485,3.91,15.76,2.847,1.774,3.65,3.02253,2.838,46.35,0.74378,31.58896,2.081,1.064,6.91,0.35441,2884.689941
2015-11-27,3.77,3.473,3.196,2.16184,0.30233,5.78,18.51,2.73,8.17816,1.184,3.362,1.939,7.19,0.11,6.16456,3.85,15.7,2.771,1.751,3.64,2.9545,2.8,46.52,0.72447,31.14323,2.033,1.054,6.86,0.3447,2859.120117
2015-11-30,3.79,3.493,3.1,2.18932,0.32122,5.83,18.67,2.7,8.16874,1.194,3.362,1.91,7.18,0.11,6.1086,3.81,15.6,2.771,1.779,3.66,2.93506,2.761,46.94,0.73413,30.95912,2.003,1.049,6.66,0.34956,2855.939941
2015-12-01,3.8,3.483,3.1,2.23512,0.325,5.85,18.73,2.7,8.16874,1.221,3.335,1.958,7.12,0.109,6.16456,3.8,15.65,2.799,1.83,3.66,3.03225,2.8,47.23,0.73896,31.18199,2.003,1.054,6.71,0.3447,2870.26001
2015-12-02,3.79,3.473,3.014,2.2168,0.32122,5.86,18.92,2.76,8.23469,1.244,3.297,1.987,7.04,0.11,6.08995,3.79,15.72,2.866,1.826,3.67,3.09056,2.781,47.23,0.73896,32.75175,1.916,1.069,6.83,0.33985,2883.639893
2015-12-03,3.81,3.502,2.9,2.20764,0.31366,5.84,18.69,2.81,8.23469,1.23,3.344,2.006,7.03,0.109,6.02467,3.73,15.72,2.884,1.816,3.65,3.12944,2.838,46.89,0.74378,34.76724,1.843,1.073,6.84,0.33985,2883.889893
2015-12-04,3.77,3.473,2.957,2.15268,0.30988,5.86,18.77,2.77,8.23469,1.221,3.325,1.987,7,0.109,6.05265,3.7,15.68,2.903,1.793,3.65,3.13916,2.838,46.79,0.74378,34.10833,1.828,1.049,6.89,0.33985,2879.050049
2015-12-07,3.77,3.483,3.005,2.15268,0.30233,5.9,18.9,2.8,8.31007,1.225,3.372,2.016,7.04,0.109,6.12726,3.73,15.8,2.941,1.802,3.68,3.16831,2.867,47.41,0.7631,35.22266,1.828,1.069,6.77,0.33985,2900.919922
2015-12-08,3.7,3.454,2.89,2.18016,0.29477,5.87,18.74,2.74,8.24411,1.212,3.316,1.968,6.99,0.112,5.98737,3.67,15.71,2.884,1.784,3.68,3.16831,2.838,46.66,0.74861,34.53468,1.77,1.045,6.69,0.33014,2876.030029
2015-12-09,3.72,3.473,2.9,2.18016,0.3061,5.83,18.66,2.76,8.17816,1.207,3.307,1.958,7.02,0.109,5.98737,3.69,15.61,2.875,1.793,3.65,3.12944,2.81,46.47,0.75344,33.54631,1.755,1.073,6.69,0.32528,2861.189941
2015-12-10,3.72,3.454,2.9,2.08856,0.29477,5.83,18.53,2.74,8.14047,1.194,3.344,1.939,6.99,0.11,5.96871,3.7,15.57,2.828,1.77,3.68,3.09056,2.79,45.73,0.74861,33.83701,1.687,1.059,6.6,0.32043,2848.459961
2015-12-11,3.73,3.464,2.881,2.07023,0.29477,5.77,18.45,2.73,8.12163,1.194,3.307,1.948,6.97,0.108,5.93141,3.65,15.52,2.809,1.756,3.67,3.05169,2.781,44.38,0.73896,32.75175,1.687,1.059,6.55,0.31557,2834.629883
2015-12-14,3.73,3.435,2.843,2.04275,0.29099,5.71,18.45,2.76,8.04626,1.184,3.325,1.919,6.88,0.108,5.80084,3.68,15.43,2.837,1.742,3.63,3.03225,2.694,43.65,0.73896,32.07345,1.624,1.026,6.55,0.31072,2815.040039
2015-12-15,3.74,3.406,2.862,2.07117,0.29477,5.69,18.38,2.72,8.0651,1.175,3.335,1.919,7.08,0.108,5.86613,3.75,15.43,2.828,1.737,3.6,3.01281,2.752,43.29,0.7293,32.80019,1.614,1.035,6.58,0.31072,2815.52002
2015-12-16,3.73,3.406,2.862,2.08975,0.31744,5.75,18.37,2.73,8.1499,1.198,3.335,1.968,7.51,0.108,5.98737,3.72,15.61,2.809,1.788,3.6,3.14888,2.79,44.1,0.73413,33.72073,1.653,1.011,6.55,0.31557,2840.919922
2015-12-17,3.76,3.435,2.9,2.08975,0.31744,5.81,18.4,2.79,8.22527,1.225,3.381,1.997,7.38,0.11,6.034,3.71,15.69,2.809,1.802,3.62,3.16831,2.819,43.3,0.74861,33.43004,1.736,1.007,6.62,0.31072,2861.179932
2015-12-18,3.78,3.58,2.91,2.14548,0.32122,5.8,18.39,2.77,8.17816,1.216,3.325,1.997,7.42,0.11,6.0713,3.78,15.44,2.818,1.821,3.6,3.15859,2.781,44.59,0.73413,33.79825,1.726,1.026,6.58,0.30586,2852.840088
2015-12-21,3.76,3.522,2.89,2.10833,0.325,5.79,18.52,2.82,8.24411,1.216,3.316,2.026,7.43,0.108,5.98737,3.74,15.44,2.809,1.812,3.58,3.14888,2.781,44.86,0.73896,32.94554,1.712,1.007,6.54,0.33499,2845.550049
2015-12-22,3.81,3.551,2.948,2.08975,0.33256,5.82,18.52,2.85,8.21585,1.212,3.325,2.006,7.48,0.11,6.02467,3.79,15.46,2.818,1.793,3.57,3.17803,2.781,45.16,0.74378,32.64516,1.789,1.011,6.69,0.33014,2852.969971
2015-12-23,3.78,3.56,2.967,2.08975,0.34767,5.84,18.67,2.86,8.26296,1.221,3.316,2.026,7.45,0.108,6.06197,3.78,15.64,2.828,1.793,3.57,3.19747,2.838,45.09,0.73896,32.80989,1.775,1.04,6.61,0.33014,2863.649902
2015-12-24,3.79,3.56,2.967,2.11761,0.3439,5.92,18.68,2.86,8.33833,1.212,3.335,2.055,7.52,0.109,6.08995,3.75,15.74,2.837,1.826,3.57,3.23634,2.829,44.67,0.74378,33.41066,1.785,1.054,6.63,0.33985,2877.620117
2015-12-28,3.78,3.58,2.929,2.11761,0.33634,5.89,18.72,2.83,8.31007,1.216,3.335,2.065,7.5,0.11,6.1086,3.71,15.75,2.799,1.802,3.59,3.24606,2.848,44.86,0.74861,33.32345,1.736,1.049,6.57,0.32528,2875.320068
2015-12-29,3.77,3.599,2.91,2.09904,0.33256,5.96,18.86,2.85,8.31949,1.23,3.362,2.074,7.58,0.112,6.06197,3.77,15.81,2.818,1.807,3.61,3.25578,2.838,45.06,0.75344,33.43004,1.712,1.049,6.68,0.33014,2888.219971
2015-12-30,3.8,3.619,2.919,2.08975,0.30233,5.94,18.82,2.87,8.33833,1.23,3.381,2.065,7.58,0.111,6.08063,3.75,15.81,2.856,1.807,3.59,3.28494,2.858,46.3,0.75344,33.57539,1.717,1.04,6.58,0.33014,2885.51001
2015-12-31,3.79,3.58,2.91,2.11761,0.30233,5.95,18.88,2.84,8.29122,1.23,3.427,2.084,7.48,0.111,6.0713,3.71,15.78,2.884,1.802,3.58,3.25578,2.838,45.84,0.74378,33.76918,1.702,1.049,6.67,0.33014,2882.72998
2016-01-04,3.76,3.56,2.862,2.08975,0.29855,5.82,18.38,2.8,8.14047,1.221,3.344,2.026,7.51,0.111,5.97804,3.79,15.4,2.837,1.784,3.5,3.19747,2.8,45.84,0.73413,33.58507,1.673,1.016,6.76,0.31557,2835.969971
2016-01-05,3.78,3.57,2.862,2.09904,0.29855,5.82,18.29,2.8,8.1499,1.244,3.344,1.968,7.33,0.112,6.01534,3.71,15.36,2.875,1.812,3.49,3.19747,2.829,46.13,0.72447,33.19748,1.663,1.035,6.66,0.33499,2834.22998
2016-01-06,3.75,3.541,2.785,2.10833,0.28721,5.81,18.15,2.81,8.08394,1.248,3.316,1.939,7.38,0.112,5.81017,3.75,15.23,2.828,1.798,3.44,3.16831,2.742,45.73,0.71481,33.34283,1.605,1.011,6.55,0.33499,2804.27002
2016-01-07,3.62,3.415,2.633,2.06189,0.26076,5.66,17.7,2.71,7.88608,1.207,3.233,1.9,7.26,0.112,5.4278,3.72,14.85,2.752,1.784,3.37,3.05169,2.665,46.17,0.69066,32.00563,1.507,0.983,6.42,0.32043,2729.909912
2016-01-08,3.64,3.464,2.652,2.08975,0.25698,5.65,17.72,2.74,7.91435,1.207,3.279,1.919,7.42,0.11,5.40915,3.67,14.87,2.809,1.793,3.46,3.07113,2.771,45.19,0.70032,32.20912,1.585,0.978,6.28,0.33985,2751.22998
2016-01-11,3.57,3.444,2.576,2.04331,0.2532,5.45,17.59,2.74,7.81071,1.189,3.279,1.91,7.34,0.108,5.16667,3.65,14.55,2.761,1.774,3.43,3.03225,2.674,45.3,0.68583,32.12191,1.532,0.973,6.16,0.3447,2708.850098
2016-01-12,3.53,3.415,2.48,2.04331,0.24564,5.42,17.39,2.71,7.75418,1.184,3.316,1.89,7.33,0.108,4.80295,3.63,14.54,2.761,1.77,3.44,3.00309,2.655,45.87,0.68583,31.90873,1.469,0.968,6.17,0.35927,2691.780029
2016-01-13,3.55,3.473,2.48,2.02474,0.24564,5.48,17.37,2.74,7.7636,1.189,3.335,1.895,7.39,0.11,4.84025,3.72,14.46,2.724,1.774,3.49,3.03225,2.645,48.04,0.681,32.56764,1.43,0.935,6.18,0.34956,2696.5
2016-01-14,3.45,3.435,2.347,2.01545,0.23052,5.38,17.17,2.72,7.56574,1.175,3.27,1.895,7.17,0.11,4.53249,3.73,14.03,2.714,1.765,3.41,3.00309,2.616,47.98,0.67617,31.744,1.332,0.906,6.17,0.33014,2644.570068
2016-01-15,3.42,3.473,2.328,1.98758,0.22297,5.37,16.94,2.72,7.49037,1.198,3.214,1.866,7.13,0.11,4.51384,3.74,13.85,2.724,1.793,3.47,2.98366,2.578,49.77,0.66651,32.3157,1.347,0.883,6.02,0.33014,2630.76001
2016-01-18,3.39,3.367,2.242,1.99687,0.20785,5.29,16.46,2.69,7.3302,1.207,3.223,1.832,7.02,0.112,4.52317,3.71,13.46,2.733,1.793,3.44,2.93506,2.597,48.45,0.66168,32.63547,1.279,0.84,5.91,0.33985,2593
2016-01-19,3.42,3.386,2.423,2.08046,0.22674,5.48,16.87,2.76,7.4621,1.244,3.159,1.832,7.12,0.112,4.83093,3.81,13.69,2.752,1.83,3.41,3.00309,2.684,48.66,0.681,33.71104,1.439,0.897,5.89,0.3447,2638.469971
2016-01-20,3.37,3.386,2.194,2.00616,0.20407,5.28,16.4,2.76,7.21713,1.212,3.094,1.759,6.78,0.112,4.50451,3.78,13.33,2.667,1.821,3.33,2.88647,2.616,47.98,0.65202,32.3157,1.444,0.878,5.7,0.32043,2559.77002
2016-01-21,3.39,3.357,2.089,1.9783,0.21163,5.23,16.43,2.74,7.13234,1.184,3.084,1.701,6.59,0.109,4.47653,3.77,13.02,2.676,1.83,3.3,2.86703,2.549,47.41,0.65685,32.92616,1.459,0.878,5.44,0.32528,2532.699951
2016-01-22,3.46,3.319,2.232,2.01545,0.21919,5.27,16.96,2.77,7.27366,1.194,3.066,1.672,6.6,0.108,4.68171,3.78,13.12,2.724,1.835,3.37,2.90591,2.655,47.98,0.66651,33.3719,1.512,0.883,5.63,0.33499,2577.090088
2016-01-25,3.41,3.319,2.204,2.06189,0.21541,5.25,17.33,2.73,7.32077,1.198,3.122,1.677,6.61,0.108,4.48586,3.78,13.38,2.686,1.835,3.38,2.88647,2.587,48.17,0.65202,33.41066,1.454,0.883,5.67,0.32528,2582.639893
2016-01-26,3.41,3.28,2.127,2.0526,0.20785,5.24,16.82,2.68,7.2454,1.21,3.057,1.648,6.64,0.106,4.3926,3.72,13.01,2.676,1.844,3.31,2.84759,2.597,47.93,0.65202,33.80794,1.434,0.849,5.64,0.32043,2545.610107
2016-01-27,3.37,3.241,2.127,2.09904,0.20785,5.24,16.79,2.65,7.17945,1.225,3.066,1.599,6.53,0.109,4.4299,3.71,12.92,2.724,1.858,3.34,2.85731,2.559,48.02,0.65202,33.80794,1.434,0.868,5.69,0.33014,2546.179932
2016-01-28,3.38,3.338,2.127,2.09904,0.20407,5.23,16.92,2.69,7.18887,1.215,3.057,1.619,6.56,0.11,4.44856,3.72,12.81,2.686,1.867,3.39,2.88647,2.674,48.16,0.67134,34.35057,1.449,0.883,5.82,0.33985,2562.449951
2016-01-29,3.42,3.348,2.394,2.15476,0.2343,5.34,17.42,2.71,7.4621,1.22,3.131,1.638,6.81,0.109,4.68171,3.75,13.3,2.676,1.886,3.42,2.98366,2.752,49.39,0.681,36.13351,1.512,0.887,5.97,0.35927,2629.110107
2016-02-01,3.42,3.299,2.356,2.13619,0.23052,5.41,17.11,2.66,7.28309,1.243,3.131,1.575,7.03,0.108,4.5698,3.79,13.03,2.695,1.895,3.4,2.9545,2.81,49.58,0.69066,35.27111,1.459,0.945,5.93,0.35441,2602.409912
2016-02-02,3.43,3.29,2.318,2.14548,0.23052,5.36,16.74,2.57,7.18887,1.239,3.149,1.614,6.85,0.111,4.5698,3.86,12.78,2.686,1.914,3.41,2.90591,2.81,49.95,0.66651,35.00949,1.42,0.873,5.88,0.33985,2579.22998
2016-02-03,3.39,3.338,2.309,2.16405,0.2343,5.28,16.85,2.56,7.05696,1.234,3.149,1.57,6.73,0.11,4.49519,3.87,12.55,2.648,1.895,3.42,2.87675,2.732,49.77,0.65202,35.03855,1.4,0.863,5.49,0.34956,2550.73999
2016-02-04,3.45,3.348,2.337,2.17334,0.23808,5.27,16.8,2.59,7.11349,1.239,3.251,1.58,6.82,0.109,4.53249,3.88,12.64,2.686,1.914,3.39,2.86703,2.79,49.11,0.65685,35.27111,1.41,0.873,5.52,0.36412,2558.48999
2016-02-05,3.56,3.367,2.423,2.21978,0.24942,5.43,17.2,2.6,7.2454,1.272,3.325,1.628,7.02,0.108,4.57912,3.83,12.86,2.705,1.98,3.61,2.90591,2.896,50.52,0.681,36.50172,1.439,0.887,5.58,0.37383,2623.209961
2016-02-10,3.5,3.348,2.347,2.16405,0.24564,5.24,16.91,2.54,7.12292,1.262,3.344,1.58,6.78,0.108,4.55114,3.81,12.65,2.676,1.961,3.57,2.81844,2.867,50.82,0.66168,36.79242,1.425,0.883,5.58,0.36412,2582.100098
2016-02-11,3.42,3.357,2.242,2.14548,0.23052,5.17,16.85,2.54,7.01927,1.272,3.325,1.561,6.65,0.108,4.42058,3.78,12.43,2.676,1.971,3.45,2.76984,2.848,50.78,0.63753,36.98622,1.381,0.854,5.45,0.34956,2538.280029
2016-02-12,3.44,3.338,2.28,2.18263,0.23052,5.14,16.91,2.54,7.0287,1.253,3.362,1.546,6.69,0.108,4.51384,3.71,12.31,2.639,1.942,3.49,2.74069,2.81,50.08,0.65202,36.57924,1.381,0.849,5.35,0.34956,2539.949951
2016-02-15,3.53,3.338,2.299,2.22907,0.24564,5.26,17.19,2.6,7.19829,1.319,3.409,1.58,6.73,0.109,4.68171,3.67,12.68,2.714,1.999,3.64,2.80872,2.896,51.27,0.66651,37.84862,1.42,0.868,5.51,0.35927,2607.899902
2016-02-16,3.62,3.357,2.394,2.21049,0.2532,5.37,17.15,2.59,7.32077,1.3,3.52,1.599,6.78,0.109,4.84958,3.7,12.94,2.847,1.99,3.7,2.81844,2.993,52.53,0.66651,39.06954,1.527,0.911,5.5,0.36412,2644.580078
2016-02-17,3.52,3.338,2.413,2.17334,0.2532,5.4,16.56,2.59,7.3302,1.3,3.297,1.595,6.76,0.11,4.84958,3.72,12.86,2.799,1.98,3.6,2.77956,2.935,52.59,0.681,37.93583,1.576,0.887,5.49,0.35441,2613.790039
2016-02-18,3.61,3.357,2.537,2.24764,0.28343,5.57,16.61,2.65,7.4621,1.314,3.233,1.638,6.97,0.11,4.96149,3.71,13.14,2.79,1.999,3.66,2.82816,3.003,52.68,0.681,37.75172,1.653,0.916,5.54,0.35927,2657.570068
2016-02-19,3.62,3.348,2.576,2.21049,0.27587,5.53,16.6,2.64,7.51863,1.314,3.205,1.662,6.98,0.109,4.98015,3.71,12.94,2.79,2.018,3.63,2.78928,3.051,53.25,0.69549,38.11993,1.653,0.916,5.53,0.35441,2656.870117
2016-02-22,3.67,3.348,2.576,2.21978,0.27965,5.54,16.5,2.64,7.49037,1.324,3.159,1.701,7,0.111,4.85891,3.81,12.88,2.809,2.009,3.62,2.84759,3.051,53.77,0.73896,38.06179,1.595,0.916,5.63,0.36412,2660.649902
2016-02-23,3.66,3.328,2.614,2.23835,0.28343,5.52,16.68,2.7,7.61285,1.338,3.205,1.716,7.07,0.112,4.91486,3.83,12.95,2.818,1.999,3.62,2.83788,3.032,54.19,0.70998,36.86025,1.59,0.93,5.63,0.35441,2672.070068
2016-02-24,3.57,3.348,2.509,2.17334,0.25698,5.4,16.38,2.61,7.55632,1.3,3.149,1.677,6.89,0.112,4.70969,3.79,12.67,2.733,1.952,3.55,2.77956,2.983,54.33,0.70998,34.96104,1.522,0.897,5.57,0.36412,2619.959961
2016-02-25,3.54,3.348,2.413,2.18263,0.2532,5.33,16.18,2.65,7.38673,1.3,3.122,1.687,6.94,0.112,4.67238,3.77,12.63,2.78,1.999,3.55,2.799,2.906,53.15,0.70998,35.46491,1.439,0.892,5.5,0.35441,2603.399902
2016-02-26,3.59,3.338,2.547,2.22907,0.26831,5.43,16.42,2.69,7.55632,1.314,3.159,1.721,7.04,0.111,4.81227,3.76,12.85,2.818,2.047,3.61,2.85731,2.954,53.15,0.73413,36.53079,1.503,0.897,5.62,0.36412,2649.379883
2016-02-29,3.58,3.338,2.557,2.24764,0.26076,5.4,16.51,2.82,7.60343,1.347,3.159,1.706,6.96,0.112,4.83093,3.79,12.84,2.847,2.075,3.63,2.89619,3.003,54.77,0.7293,37.35443,1.488,0.863,5.59,0.35927,2666.51001
2016-03-01,3.61,3.367,2.671,2.21978,0.2532,5.36,16.55,2.82,7.6317,1.309,3.122,1.725,7.2,0.118,4.95217,3.85,13.09,2.837,2.056,3.62,2.94478,3.003,53.64,0.7293,37.04436,1.498,0.868,5.71,0.35927,2682.389893
2016-03-02,3.64,3.464,2.738,2.21978,0.26076,5.43,16.99,2.86,7.82955,1.328,3.131,1.803,7.5,0.12,5.12004,3.86,13.47,2.847,2.047,3.64,2.98366,3.022,53.64,0.72447,38.149,1.537,0.873,5.78,0.35441,2726.959961
2016-03-03,3.73,3.541,2.89,2.23835,0.28721,5.55,17.53,2.92,8.10279,1.333,3.14,1.793,7.59,0.124,5.40915,3.79,13.91,2.866,2.018,3.7,3.06141,3.07,54.3,0.73896,37.79048,1.61,0.883,5.73,0.37383,2787.620117
2016-03-04,3.77,3.531,2.995,2.26622,0.31744,5.66,17.81,2.93,8.2818,1.389,3.177,1.842,7.43,0.124,5.68893,3.77,14.53,2.847,2.056,3.71,3.08084,3.099,53.14,0.75344,38.32342,1.717,0.911,5.84,0.3884,2837
2016-03-07,3.8,3.512,3.043,2.21978,0.34012,5.64,17.7,2.9,8.21585,1.357,3.168,1.851,7.53,0.121,5.78219,3.71,14.55,2.837,2.018,3.65,3.04197,3.09,51.18,0.75827,37.56761,1.751,0.935,5.71,0.3884,2823.51001
2016-03-08,3.76,3.444,2.766,2.18263,0.34012,5.6,17.49,2.84,8.14047,1.333,3.14,1.822,7.28,0.119,5.38117,3.72,14.3,2.79,1.999,3.62,2.98366,3.061,50.7,0.73896,37.59668,1.634,0.916,5.59,0.37383,2778.77002
2016-03-09,3.82,3.473,2.919,2.21049,0.32878,5.54,17.71,2.93,8.22527,1.347,3.14,1.817,7.35,0.12,5.59567,3.8,14.4,2.828,2.009,3.67,3.01281,3.07,50.07,0.75827,37.93583,1.697,0.916,5.73,0.36898,2810.429932
2016-03-10,3.8,3.444,2.881,2.22907,0.32122,5.57,17.8,2.94,8.19701,1.347,3.122,1.788,7.38,0.12,5.50241,3.75,14.33,2.809,2.018,3.66,3.02253,3.07,50.8,0.75344,38.06179,1.687,0.916,5.89,0.39325,2809.120117
2016-03-11,3.82,3.415,2.89,2.23835,0.32122,5.61,17.96,2.93,8.29122,1.361,3.112,1.803,7.33,0.119,5.65163,3.76,14.41,2.79,1.999,3.68,3.03225,3.118,50.93,0.77276,38.42032,1.682,0.93,6,0.40782,2828.860107
2016-03-14,3.83,3.444,2.938,2.23835,0.31744,5.63,18.09,2.96,8.43255,1.352,3.159,1.808,7.42,0.119,5.63297,3.75,14.55,2.809,1.999,3.7,3.05169,3.118,51.19,0.79208,38.74977,1.668,0.935,5.98,0.39811,2847.060059
2016-03-15,3.83,3.464,2.862,2.22907,0.30988,5.6,18.06,2.97,8.37602,1.352,3.122,1.813,7.34,0.12,5.53039,3.81,14.54,2.799,1.999,3.72,3.04197,3.109,51.16,0.76793,37.79048,1.634,0.964,5.95,0.39811,2839.439941
2016-03-16,3.84,3.502,2.91,2.24764,0.31366,5.61,18.12,3.01,8.43255,1.352,3.131,1.803,7.42,0.12,5.57702,3.77,14.54,2.837,1.99,3.7,3.05169,3.118,51.59,0.75827,38.49784,1.634,0.954,5.93,0.41267,2844.209961
2016-03-17,3.86,3.522,3.005,2.24764,0.325,5.72,18.51,3.03,8.56446,1.371,3.075,1.851,7.5,0.118,5.67028,3.83,14.89,2.809,2.018,3.72,3.10028,3.138,52.58,0.78725,38.60443,1.678,0.954,6.07,0.41753,2880.169922
2016-03-18,3.88,3.464,3.024,2.30337,0.325,5.74,18.57,3.05,8.73405,1.385,3.094,1.837,7.68,0.117,5.70758,3.77,15.15,2.809,2.028,3.79,3.08084,3.196,54.7,0.79208,39.14706,1.697,0.964,6.01,0.41753,2906.800049
2016-03-21,3.89,3.464,2.976,2.30337,0.34012,5.77,18.31,3.05,8.57388,1.38,3.094,1.842,7.57,0.116,5.62365,3.77,14.9,2.837,2.018,3.76,3.05169,3.186,54.39,0.79208,39.19551,1.668,0.959,5.92,0.41267,2880.689941
2016-03-22,3.91,3.464,3.062,2.28479,0.35523,5.76,18.2,2.98,8.63041,1.389,3.075,1.822,7.6,0.116,5.62365,3.79,14.71,2.818,2.066,3.76,3.04197,3.244,55.08,0.80657,39.2924,1.682,0.959,5.95,0.42238,2880.649902
2016-03-23,3.9,3.444,3.081,2.27551,0.37035,5.72,18.18,3,8.62099,1.389,3.094,1.919,7.57,0.116,5.63297,3.76,14.73,2.799,2.056,3.73,3.05169,3.254,55.03,0.8114,39.40868,1.678,0.978,5.92,0.41753,2881.97998
2016-03-24,3.9,3.444,2.919,2.23835,0.3439,5.63,17.96,3.01,8.39486,1.38,3.112,1.851,7.58,0.119,5.47443,3.76,14.51,2.799,2.028,3.72,3.00309,3.244,54.65,0.79208,38.75946,1.629,0.949,5.93,0.41753,2847.389893
2016-03-28,3.87,3.435,2.929,2.23835,0.34012,5.66,17.87,2.97,8.31949,1.38,3.103,1.847,7.69,0.116,5.49308,3.75,14.35,2.809,2.009,3.72,2.98366,3.234,54.12,0.78242,38.66257,1.629,0.93,5.87,0.40782,2830.290039
2016-03-29,3.85,3.425,2.843,2.24764,0.33634,5.71,17.81,2.96,8.31007,1.399,3.066,1.842,7.78,0.115,5.39049,3.76,14.36,2.771,2.009,3.69,2.98366,3.234,53.86,0.77759,38.29435,1.585,0.935,5.84,0.39325,2819.080078
2016-03-30,3.92,3.464,2.938,2.23835,0.35145,5.77,18.34,3.04,8.43255,1.413,3.066,1.895,8.04,0.116,5.56769,3.85,14.65,2.79,2.009,3.75,3.02253,3.283,53.95,0.81623,39.63155,1.634,0.94,5.92,0.41267,2872.780029
2016-03-31,3.85,3.483,2.881,2.21978,0.33256,5.73,18.17,3.05,8.32891,1.385,3.103,1.866,7.99,0.115,5.43712,3.81,14.55,2.761,1.98,3.72,2.98366,3.244,54.78,0.80657,38.78853,1.605,0.935,5.83,0.39811,2840.899902
2016-04-01,3.88,3.541,2.843,2.21049,0.325,5.54,18.06,3.06,8.31007,1.371,3.066,1.876,7.97,0.115,5.39049,3.87,14.38,2.743,1.971,3.65,2.93506,3.244,54.01,0.78725,38.70132,1.58,0.925,5.7,0.40782,2818.48999
2016-04-04,3.89,3.522,2.843,2.23835,0.325,5.61,18.13,3.1,8.32891,1.366,3.057,1.924,8.21,0.116,5.31588,3.89,14.35,2.733,1.99,3.7,2.93506,3.273,53.6,0.80657,38.93388,1.561,0.916,5.73,0.41267,2835.350098
2016-04-05,3.84,3.464,2.747,2.22907,0.31744,5.57,17.89,3.02,8.22527,1.361,3.066,1.88,8.12,0.116,5.17599,3.91,14.23,2.705,1.961,3.64,2.93506,3.263,54.7,0.78242,38.149,1.498,0.902,5.65,0.41267,2800.919922
2016-04-06,3.81,3.493,2.757,2.2012,0.32122,5.61,18.01,3.04,8.21585,1.366,3.084,1.885,8.25,0.118,5.26925,3.9,14.21,2.695,1.999,3.67,2.93506,3.263,54.65,0.8114,37.9552,1.522,0.902,5.75,0.40296,2811.25
