Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Mean,True,Diff
2016-01-05,0.00223615253344,0.00338169303723,0.00148348207586,0.00167243275791,0.0042623616755,0.00416174158454,0.00210194825195,0.00258354959078,0.00229448033497,0.00178851047531,0.00119736767374,0.00139903486706,0.00366937043145,0.00301129883155,0.00446783797815,0.00215609790757,0.00124559865799,0.00370365218259,0.0011340319179,0.00469753518701,0.00263240886852,0.00201020425963,0.000622204608892
2016-01-06,-0.0165535006672,-0.0139897475019,-0.0117778386921,-0.00827700272202,-0.0109629575163,-0.0124638788402,-0.0105899348855,-0.0113213481382,-0.013520902954,-0.0104402918369,-0.0101834191009,-0.0111081590876,-0.0109680779278,-0.0180170573294,-0.0119515992701,-0.0181456226856,-0.0174654889852,-0.0257353428751,-0.0129725374281,-0.0107728540897,-0.0133608784527,-0.0132021629159,-0.000158715536803
2016-01-07,-0.0167330726981,-0.0203186459839,-0.019156832248,-0.0173612609506,-0.0181538220495,-0.0192699171603,-0.0173257049173,-0.0180879086256,-0.0206780582666,-0.0145893655717,-0.0213118232787,-0.0184581913054,-0.0209491495043,-0.0257764216512,-0.0230600778013,-0.023824410513,-0.0176283810288,-0.0133296390995,-0.0203743577003,-0.0173260997981,-0.0191856566817,-0.0239858165446,0.00480015986297
2016-01-08,-0.00948381610215,-0.0134371314198,-0.00752022489905,-0.00467930687591,-0.00748457945883,-0.0170442741364,-0.0110550774261,-0.00839986186475,-0.00963658932596,-0.00823074486107,-0.010976630263,-0.00930118001997,-0.0082428753376,-0.0157002080232,-0.00922291912138,-0.0099839726463,-0.0141934631392,-0.00362814753316,-0.0102717215195,-0.0110153323039,-0.00997540168464,-0.0108975376928,0.000922136008141
2016-01-11,-0.00312732509337,-0.00282416981645,-0.00391939468682,0.000153827364556,-0.000947402091697,0.0009788016323,-0.00717409793288,-0.00639592949301,-0.00526393810287,-0.0012395583326,-0.00175679521635,-0.00235928641632,-0.00445132888854,-0.00684857694432,-0.00161927379668,-0.00543052889407,-0.00498708058149,-0.0106493728235,-0.0152911143377,-0.00312754837796,-0.00431400444359,0.000852908478711,-0.0051669129223
2016-01-12,0.00161654991098,0.00426472723484,0.00422540446743,0.00581884756684,0.00428984500468,0.00351413479075,-0.00120641198009,0.002795714885,0.0037494469434,0.00417227391154,0.00223145913333,0.00339944660664,0.00586178340018,0.00308533571661,0.00404571928084,0.000845383154228,0.0042582754977,0.00276906578802,0.0042779808864,0.00302805379033,0.00335215171799,0.00777251423845,-0.00442036252046
2016-01-13,-0.0245031882077,-0.0211724303663,-0.0252272505313,-0.0294752418995,-0.0199116598815,-0.0208370368928,-0.0273295100778,-0.0206968244165,-0.0216550342739,-0.0184251721948,-0.0196431539953,-0.0219462439418,-0.032939620316,-0.0265168529004,-0.0220119282603,-0.021552791819,-0.0209094546735,-0.0214048642665,-0.0209873020649,-0.0195209905505,-0.0228333286941,-0.0252823753841,0.00244904668996
2016-01-14,0.0122824115679,0.0130815058947,0.0110909920186,0.0156419798732,0.0100193498656,0.0128048975021,0.011243016459,-0.00293055432849,0.0198819972575,0.0121714901179,0.0177356563509,0.00470950407907,0.0115773072466,0.0136091876775,0.0139546412975,0.014852472581,0.00845073536038,-4.98917070217e-05,0.00429595075548,0.0126129249111,0.0108517790213,0.0165580611849,-0.00570628216361
2016-01-15,-0.0133651634678,-0.0152298845351,-0.0129778720438,-0.0111024249345,-0.0120225436985,-0.0143843106925,-0.0140596916899,-0.0113623151556,-0.0139639871195,-0.0142412744462,-0.0225162357092,-0.0152473272756,-0.00848064105958,-0.0196352992207,-0.0154581386596,-0.0175708569586,-0.0187548790127,-0.0186138506979,-0.00873283389956,-0.0168985333294,-0.01473090332,-0.0218357728207,0.00710486950073
2016-01-19,0.000279325468,0.000589205883443,-0.00149031297769,0.001014528214,-0.000216137384996,0.000296734971926,-0.00230418774299,-0.00157554238103,-0.00116669305135,-0.000648446264677,-0.00025926734088,-0.00144406210165,-0.00107766501606,0.000853268778883,0.000735996000003,-0.000286714057438,-0.00182500178926,-0.0034582761582,-0.00016393722035,-0.00248372135684,-0.000731545325834,0.000531680187445,-0.00126322551328
