Date,Adj Close
2014-01-02,68.381899
2014-01-03,68.1786
2014-01-06,66.53374
2014-01-07,67.226799
2014-01-08,66.080942
2014-01-09,66.755517
2014-01-10,67.661118
2014-01-13,66.080942
2014-01-14,68.298735
2014-01-15,68.843939
2014-01-16,68.705325
2014-01-17,68.566712
2014-01-21,68.437342
2014-01-22,68.039987
2014-01-23,67.744282
2014-01-24,67.005022
2014-01-27,66.496776
2014-01-28,67.624154
2014-01-29,66.958815
2014-01-30,68.363421
2014-01-31,67.069707
2014-02-03,65.369397
2014-02-04,66.681596
2014-02-05,66.616903
2014-02-06,67.799731
2014-02-07,68.566712
2014-02-10,68.538991
2014-02-11,67.457819
2014-02-12,67.337691
2014-02-13,68.74229
2014-02-14,70.174616
2014-02-18,70.377915
2014-02-19,69.721812
2014-02-20,69.232051
2014-02-21,68.899381
2014-02-24,70.091445
2014-02-25,70.599692
2014-02-26,69.601684
2014-02-27,69.56472
2014-02-28,70.307935
2014-03-03,69.183827
2014-03-04,69.889881
2014-03-05,69.453242
2014-03-06,70.196451
2014-03-07,70.140712
2014-03-10,68.347711
2014-03-11,68.041134
2014-03-12,67.994687
2014-03-13,67.167864
2014-03-14,67.12141
2014-03-17,67.632372
2014-03-18,67.818172
2014-03-19,66.638325
2014-03-20,67.297925
2014-03-21,66.944895
2014-03-24,66.879864
2014-03-25,66.889156
2014-03-26,67.446564
2014-03-27,67.047087
2014-03-28,67.177149
2014-03-31,67.446564
2014-04-01,67.223602
2014-04-02,66.805548
2014-04-03,67.21431
2014-04-04,66.954187
2014-04-07,64.854608
2014-04-08,64.928931
2014-04-09,65.514209
2014-04-10,64.501585
2014-04-11,63.284576
2014-04-14,63.981338
2014-04-15,64.148561
2014-04-16,65.978717
2014-04-17,66.108786
2014-04-21,66.415356
2014-04-22,64.910354
2014-04-23,63.897723
2014-04-24,64.938224
2014-04-25,63.089484
2014-04-28,61.677375
2014-04-29,61.956083
2014-04-30,62.875807
2014-05-01,62.271945
2014-05-02,62.318399
2014-05-05,61.956083
2014-05-06,61.426544
2014-05-07,61.110675
2014-05-08,61.50086
2014-05-09,62.85723
2014-05-12,63.665469
2014-05-13,63.888431
2014-05-14,62.253368
2014-05-15,62.931545
2014-05-16,62.504199
2014-05-19,62.615683
2014-05-20,62.977999
2014-05-21,63.60973
2014-05-22,64.343654
2014-05-23,64.771
2014-05-27,65.086862
2014-05-28,65.634986
2014-05-29,66.015879
2014-05-30,66.099494
2014-06-02,66.52684
2014-06-03,66.034463
2014-06-04,65.830078
2014-06-05,66.285294
2014-06-06,65.96014
2014-06-09,66.368909
2014-06-10,66.05304
2014-06-11,65.875283
2014-06-12,65.622669
2014-06-13,65.706876
2014-06-16,65.547819
2014-06-17,65.837859
2014-06-18,65.865925
2014-06-19,66.483415
2014-06-20,66.988637
2014-06-23,66.530197
2014-06-24,66.764096
2014-06-25,66.932504
2014-06-26,66.754738
2014-06-27,67.128978
2014-06-30,66.633114
