Date,Adj Close
2014-01-02,100.681524
2014-01-03,99.624198
2014-01-06,98.645186
2014-01-07,98.439595
2014-01-08,97.31373
2014-01-09,96.912332
2014-01-10,94.92494
2014-01-13,94.014459
2014-01-14,94.75851
2014-01-15,95.09137
2014-01-16,94.141736
2014-01-17,94.543126
2014-01-21,93.65223
2014-01-22,94.122151
2014-01-23,94.171105
2014-01-24,93.98509
2014-01-27,94.024252
2014-01-28,94.004667
2014-01-29,94.494173
2014-01-30,96.109543
2014-01-31,95.257808
2014-02-03,94.337535
2014-02-04,95.424238
2014-02-05,93.701176
2014-02-06,94.631241
2014-02-07,93.955721
2014-02-10,94.445227
2014-02-11,95.228431
2014-02-12,93.583692
2014-02-13,94.983679
2014-02-14,98.126312
2014-02-18,100.16265
2014-02-19,99.839581
2014-02-20,100.094119
2014-02-21,100.661947
2014-02-24,111.303804
2014-02-25,108.170963
2014-02-26,107.99474
2014-02-27,108.298239
2014-02-28,110.099616
2014-03-03,109.864656
2014-03-04,109.991924
2014-03-05,109.610111
2014-03-06,109.130397
2014-03-07,108.591938
2014-03-10,108.552777
2014-03-11,108.043694
2014-03-12,108.660468
2014-03-13,107.319228
2014-03-14,107.191951
2014-03-17,109.198928
2014-03-18,111.068835
2014-03-19,114.505167
2014-03-20,116.286968
2014-03-21,114.534537
2014-03-24,111.401703
2014-03-25,111.803094
2014-03-26,110.559753
2014-03-27,109.970934
2014-03-28,110.971923
2014-03-31,110.618634
2014-04-01,111.158376
2014-04-02,110.078884
2014-04-03,111.963089
2014-04-04,110.118139
2014-04-07,109.912055
2014-04-08,109.195661
2014-04-09,111.776636
2014-04-10,107.615682
2014-04-11,106.143645
2014-04-14,107.213322
2014-04-15,107.605866
2014-04-16,106.771714
2014-04-17,102.787396
2014-04-21,103.415465
2014-04-22,105.868859
2014-04-23,105.859051
2014-04-24,106.791337
2014-04-25,107.144627
2014-04-28,106.938543
2014-04-29,107.017053
2014-04-30,107.704
2014-05-01,107.380151
2014-05-02,106.860032
2014-05-05,108.067105
2014-05-06,107.743256
2014-05-07,116.830629
2014-05-08,114.544064
2014-05-09,117.802171
2014-05-12,121.315433
2014-05-13,119.647121
2014-05-14,117.7531
2014-05-15,117.331116
2014-05-16,116.781558
2014-05-19,119.077932
2014-05-20,119.068124
2014-05-21,120.127992
2014-05-22,121.011207
2014-05-23,122.16921
2014-05-27,122.915044
2014-05-28,122.002381
2014-05-29,122.237905
2014-05-30,122.13977
2014-06-02,123.062249
2014-06-03,122.080891
2014-06-04,122.905228
2014-06-05,122.03182
2014-06-06,124.023975
2014-06-09,123.042617
2014-06-10,124.180996
2014-06-11,124.52447
2014-06-12,122.905228
2014-06-13,122.336046
2014-06-16,120.75606
2014-06-17,120.638294
2014-06-18,122.532315
2014-06-19,124.220251
2014-06-20,124.779625
2014-06-23,124.946454
2014-06-24,124.701114
2014-06-25,126.546064
2014-06-26,125.690427
2014-06-27,125.306866
2014-06-30,125.611746
2014-07-01,127.155823
2014-07-02,127.460718
2014-07-03,128.06065
2014-07-07,126.15267
2014-07-08,125.306866
