Date,Adj Close
2014-01-02,72.08802
2014-01-03,71.234964
2014-01-06,70.199793
2014-01-07,69.758889
2014-01-08,70.410662
2014-01-09,71.215798
2014-01-10,71.762137
2014-01-13,70.103946
2014-01-14,71.877151
2014-01-15,72.107194
2014-01-16,74.66636
2014-01-17,75.145605
2014-01-21,78.193603
2014-01-22,78.768695
2014-01-23,78.739941
2014-01-24,77.273453
2014-01-27,75.586509
2014-01-28,77.321373
2014-01-29,76.535412
2014-01-30,78.136088
2014-01-31,77.302207
2014-02-03,75.557755
2014-02-04,78.615333
2014-02-05,74.905982
2014-02-06,73.324472
2014-02-07,75.481075
2014-02-10,77.61851
2014-02-11,78.404471
2014-02-12,78.596166
2014-02-13,79.123339
2014-02-14,77.838959
2014-02-18,80.331031
2014-02-19,79.267106
2014-02-20,79.372541
2014-02-21,79.161672
2014-02-24,80.100995
2014-02-25,80.465219
2014-02-26,80.331031
2014-02-27,80.177676
2014-02-28,79.353374
2014-03-03,78.068994
2014-03-04,79.497149
2014-03-05,79.430055
2014-03-06,76.602506
2014-03-07,76.276623
2014-03-10,76.899643
2014-03-11,76.525825
2014-03-12,76.410811
2014-03-13,74.771794
2014-03-14,71.934665
2014-03-17,72.318055
2014-03-18,74.541751
2014-03-19,73.362813
2014-03-20,72.394736
2014-03-21,69.078362
2014-03-24,69.135869
2014-03-25,69.998511
2014-03-26,69.758889
2014-03-27,68.445763
2014-03-28,65.704481
2014-03-31,67.91859
2014-04-01,70.583191
2014-04-02,70.889907
2014-04-03,70.928248
2014-04-04,69.202963
2014-04-07,69.231724
2014-04-08,67.103875
2014-04-09,67.717308
2014-04-10,62.761918
2014-04-11,63.289083
2014-04-14,64.017537
2014-04-15,65.34025
2014-04-16,66.404175
2014-04-17,67.094288
2014-04-21,68.627871
2014-04-22,69.83557
2014-04-23,70.79406
2014-04-24,71.004929
2014-04-25,70.8324
2014-04-28,71.004929
2014-04-29,73.075263
2014-04-30,75.231865
2014-05-01,75.739864
2014-05-02,74.484244
2014-05-05,76.516245
2014-05-06,75.068924
2014-05-07,75.500241
2014-05-08,75.461908
2014-05-09,76.449151
2014-05-12,77.014657
2014-05-13,76.966737
2014-05-14,77.608923
2014-05-15,76.775034
2014-05-16,77.445982
2014-05-19,78.644094
2014-05-20,77.771865
2014-05-21,78.414051
2014-05-22,79.458809
2014-05-23,77.58017
2014-05-27,78.749528
2014-05-28,78.461978
2014-05-29,78.672847
2014-05-30,77.838959
2014-06-02,78.164849
2014-06-03,79.123339
2014-06-04,79.573823
2014-06-05,79.362961
2014-06-06,78.969977
2014-06-09,75.730284
2014-06-10,76.238282
2014-06-11,77.465148
