Date,Adj Close
2014-01-02,124.912465
2014-01-03,125.780735
2014-01-06,126.50278
2014-01-07,128.422111
2014-01-08,128.705454
2014-01-09,129.902754
2014-01-10,129.692531
2014-01-13,128.595768
2014-01-14,127.965126
2014-01-15,128.522649
2014-01-16,128.147931
2014-01-17,128.376424
2014-01-21,129.482322
2014-01-22,131.950041
2014-01-23,129.153291
2014-01-24,124.894181
2014-01-27,125.543107
2014-01-28,125.296331
2014-01-29,118.615203
2014-01-30,115.644796
2014-01-31,114.484055
2014-02-03,112.491597
2014-02-04,111.541066
2014-02-05,110.956125
2014-02-06,112.116866
2014-02-07,116.09264
2014-02-10,116.220602
2014-02-11,118.962516
2014-02-12,117.767654
2014-02-13,119.026852
2014-02-14,119.633479
2014-02-18,120.065469
2014-02-19,118.006622
2014-02-20,119.081998
2014-02-21,117.905517
2014-02-24,119.10957
2014-02-25,116.526828
2014-02-26,116.370578
2014-02-27,118.162871
2014-02-28,118.493757
2014-03-03,117.850372
2014-03-04,119.697811
2014-03-05,118.374266
2014-03-06,118.438612
2014-03-07,118.144485
2014-03-10,116.627932
2014-03-11,115.506597
2014-03-12,114.366882
2014-03-13,112.032301
2014-03-14,113.153636
2014-03-17,115.276815
2014-03-18,114.008424
2014-03-19,112.353994
2014-03-20,113.723497
2014-03-21,112.6665
2014-03-24,113.438563
2014-03-25,113.990037
2014-03-26,113.539667
2014-03-27,113.245547
2014-03-28,114.394455
2014-03-31,115.341154
2014-04-01,117.841186
2014-04-02,117.93309
2014-04-03,118.36508
2014-04-04,117.078302
2014-04-07,115.433065
2014-04-08,114.109528
2014-04-09,116.618739
2014-04-10,113.640772
2014-04-11,112.197744
2014-04-14,113.282313
2014-04-15,114.219819
2014-04-16,115.846676
2014-04-17,117.574631
2014-04-21,117.48272
2014-04-22,117.234559
2014-04-23,120.065469
2014-04-24,119.357738
2014-04-25,118.25479
2014-04-28,116.765802
2014-04-29,117.988235
2014-04-30,118.585676
2014-05-01,118.070967
2014-05-02,119.43127
2014-05-05,121.287909
2014-05-06,120.249292
2014-05-07,120.48036
2014-05-08,120.683704
2014-05-09,121.173573
2014-05-12,122.559998
2014-05-13,123.345631
2014-05-14,122.920468
2014-05-15,121.275245
2014-05-16,120.905523
2014-05-19,121.404644
2014-05-20,119.768658
2014-05-21,121.044174
2014-05-22,121.857534
2014-05-23,122.384382
2014-05-27,124.011116
2014-05-28,124.159005
2014-05-29,124.907672
2014-05-30,125.009344
2014-06-02,125.610123
2014-06-03,125.591647
2014-06-04,125.083288
2014-06-05,126.460476
2014-06-06,127.782194
2014-06-09,127.514158
2014-06-10,126.857911
2014-06-11,123.946424
2014-06-12,122.181039
2014-06-13,122.273459
2014-06-16,122.504529
2014-06-17,122.421347
2014-06-18,122.449075
2014-06-19,122.763342
2014-06-20,122.097857
2014-06-23,120.942502
2014-06-24,119.371209
2014-06-25,117.43946
2014-06-26,118.326778
2014-06-27,118.807395
2014-06-30,117.596593
2014-07-01,118.446925
2014-07-02,117.957063
2014-07-03,118.779668
2014-07-07,119.315754
2014-07-08,117.189906
2014-07-09,117.189906
2014-07-10,117.189906
2014-07-11,118.391471
2014-07-14,119.713203
2014-07-15,119.325006
2014-07-16,117.772202
2014-07-17,116.348805
2014-07-18,117.975546
2014-07-21,118.585576
