Date,Adj Close
2014-01-02,73.631469
2014-01-03,74.404009
2014-01-06,74.129879
2014-01-07,75.176542
2014-01-08,74.669821
2014-01-09,75.13501
2014-01-10,76.173354
2014-01-13,75.542043
2014-01-14,76.023835
2014-01-15,76.430868
2014-01-16,76.89605
2014-01-17,76.239816
2014-01-21,76.655154
2014-01-22,77.502446
2014-01-23,76.79917
2014-01-24,75.551695
2014-01-27,75.593555
2014-01-28,76.481018
2014-01-29,75.886588
2014-01-30,76.506144
2014-01-31,76.882897
2014-02-03,75.518212
2014-02-04,76.815912
2014-02-05,76.313579
2014-02-06,77.778732
2014-02-07,77.343363
2014-02-10,78.691314
2014-02-11,79.44482
2014-02-12,79.737847
2014-02-13,79.89693
2014-02-14,80.122971
2014-02-18,80.416004
2014-02-19,80.089488
2014-02-20,79.562037
2014-02-21,79.352723
2014-02-24,79.235514
2014-02-25,79.260626
2014-02-26,79.227143
2014-02-27,79.361101
2014-02-28,80.61694
2014-03-03,80.776023
2014-03-04,82.241169
2014-03-05,83.053283
2014-03-06,83.078402
2014-03-07,83.011416
2014-03-10,82.835606
2014-03-11,83.12864
2014-03-12,82.366756
2014-03-13,81.856038
2014-03-14,81.671857
2014-03-17,81.671857
2014-03-18,82.609551
2014-03-19,80.876484
2014-03-20,82.21605
2014-03-21,82.350007
2014-03-24,81.755577
2014-03-25,81.998373
2014-03-26,80.951833
2014-03-27,81.102539
2014-03-28,82.132323
2014-03-31,82.517454
2014-04-01,83.254226
2014-04-02,83.078402
2014-04-03,83.04492
2014-04-04,83.019794
2014-04-07,83.162129
2014-04-08,83.940754
2014-04-09,83.12864
2014-04-10,82.299784
2014-04-11,82.174197
2014-04-14,81.814178
2014-04-15,83.04492
2014-04-16,83.949118
2014-04-17,84.158424
2014-04-21,84.166795
2014-04-22,84.736113
2014-04-23,84.568674
2014-04-24,84.577037
2014-04-25,84.359367
2014-04-28,85.338928
2014-04-29,85.380788
2014-04-30,85.899862
2014-05-01,86.36872
2014-05-02,86.502677
2014-05-05,86.686865
2014-05-06,86.653376
2014-05-07,88.076662
2014-05-08,88.557224
2014-05-09,88.928181
2014-05-12,89.332854
2014-05-13,88.717411
2014-05-14,89.147372
2014-05-15,88.961904
2014-05-16,89.231684
2014-05-19,88.852305
2014-05-20,88.641536
2014-05-21,88.405465
2014-05-22,87.975498
2014-05-23,88.793287
2014-05-27,89.821838
2014-05-28,89.509906
2014-05-29,89.745963
2014-05-30,90.277114
2014-06-02,90.648057
2014-06-03,90.057909
2014-06-04,90.133785
2014-06-05,91.63447
2014-06-06,91.002163
2014-06-09,89.745963
2014-06-10,89.03778
2014-06-11,88.818574
2014-06-12,88.135686
2014-06-13,88.101962
2014-06-16,87.891193
2014-06-17,88.203139
2014-06-18,88.540359
2014-06-19,89.661658
2014-06-20,89.863998
2014-06-23,89.653222
2014-06-24,89.535194
2014-06-25,89.6448
2014-06-26,89.256985
2014-06-27,90.504741
2014-06-30,89.982033
2014-07-01,89.965168
2014-07-02,90.032615
2014-07-03,89.324425
2014-07-07,89.290701
2014-07-08,89.560495
2014-07-09,89.678523
2014-07-10,89.417166
2014-07-11,89.838711
2014-07-14,90.192809
2014-07-15,90.20966
2014-07-16,90.648057
2014-07-17,89.34129
2014-07-18,90.614348
2014-07-21,90.175944
2014-07-22,91.010584
2014-07-23,91.238219
2014-07-24,91.558587
2014-07-25,90.496305
2014-07-28,90.47944
2014-07-29,90.066345
2014-07-30,90.31926
2014-07-31,89.383442
2014-08-01,88.6331
2014-08-04,89.214825
2014-08-05,88.6331
2014-08-06,88.338019
2014-08-07,88.354991
2014-08-08,88.915333
2014-08-11,89.322853
2014-08-12,89.399268
2014-08-13,90.51145
2014-08-14,90.086948
2014-08-15,89.611516
2014-08-18,90.256747
2014-08-19,90.358634
2014-08-20,90.81709
2014-08-21,90.52842
2014-08-22,89.603027
2014-08-25,89.220966
2014-08-26,89.15306
2014-08-27,89.450197
2014-08-28,89.50114
2014-08-29,89.883195
2014-09-02,90.519939
2014-09-03,90.927458
2014-09-04,90.732194
2014-09-05,91.50477
2014-09-08,91.496281
2014-09-09,90.732194
2014-09-10,89.475676
2014-09-11,89.67094
2014-09-12,87.217351
2014-09-15,86.911704
2014-09-16,87.709766
2014-09-17,87.871071
2014-09-18,87.166407
2014-09-19,86.741904
2014-09-22,85.892906
2014-09-23,85.162778
2014-09-24,84.925051
2014-09-25,84.704308
2014-09-26,85.544826
2014-09-29,85.281634
2014-09-30,84.865627
2014-10-01,84.704308
2014-10-02,84.551492
2014-10-03,84.746771
2014-10-06,84.602436
2014-10-07,83.507229
2014-10-08,85.239186
2014-10-09,86.300432
2014-10-10,87.03056
2014-10-13,86.640032
2014-10-14,88.363486
2014-10-15,87.718254
2014-10-16,88.100295
2014-10-17,88.86439
2014-10-20,89.976587
2014-10-21,90.842554
2014-10-22,90.791611
2014-10-23,91.317986
2014-10-24,91.19913
2014-10-27,91.767961
2014-10-28,91.436857
2014-10-29,90.630307
2014-10-30,91.351953
2014-10-31,92.948071
2014-11-03,94.085718
2014-11-04,94.374381
2014-11-05,94.91774
2014-11-06,94.11443
2014-11-07,93.174404
2014-11-10,93.319674
2014-11-11,92.815471
2014-11-12,91.883982
2014-11-13,92.422375
2014-11-14,91.93526
2014-11-17,92.336921
2014-11-18,93.319674
2014-11-19,93.13167
2014-11-20,93.217132
2014-11-21,94.516084
2014-11-24,94.755358
2014-11-25,94.635721
2014-11-26,94.900642
2014-11-28,95.336472
2014-12-01,95.806492
2014-12-02,96.396156
2014-12-03,95.857763
2014-12-04,96.438876
2014-12-05,96.438876
2014-12-08,96.729443
2014-12-09,97.626735
2014-12-10,97.319086
