Date,^STI,0,5,10,20
2014-01-03,-0.0136948256,-0.0105551071,-0.0098705236,-0.0101194633,-0.0125387106
2014-01-06,-0.0024459,-0.0046409108,-0.0031745243,-0.0041178875,-0.0029916018
2014-01-07,-0.0009416578,-0.0032298509,-0.0029439004,-0.0004184544,-0.0010811444
2014-01-08,0.0094937738,0.0077959076,0.0072277719,0.0077580586,0.0077242432
2014-01-09,-0.0016645303,0.0010394584,-0.0005590483,5.44860959053E-05,-0.0013929438
2014-01-10,-0.000489657,0.0032516345,0.0019908352,0.0014888141,0.0004132092
2014-01-13,-0.0026691038,-0.0041736141,-0.0032770091,-0.0008498058,-0.0021858457
2014-01-14,-0.0037512554,-0.0020114742,-0.003251089,-0.000221163,-0.0022086427
2014-01-15,0.0062230933,0.002870189,0.0021237684,0.0062521938,0.0050775204
2014-01-16,-0.0008943978,0.0005219132,-0.0008610864,-7.63833522797E-05,-0.0006875675
2014-01-17,0.0021916004,0.0007222742,0.0020572748,0.0017751418,0.0013932325
2014-01-20,-0.0059081383,-3.61930578947E-05,-0.0005573803,-0.0038782433,-0.004659785
2014-01-21,0.0015872039,0.0013327114,0.0008388646,0.0027075056,0.0010014307
2014-01-22,-6.3885121655E-06,-0.0023206677,-0.0004517636,0.0004627202,-0.0002270397
2014-01-23,-0.0107476516,-0.008101847,-0.0087602856,-0.0094426032,-0.0120022669
2014-01-24,-0.0078527272,-0.0045417026,-0.0062069152,-0.0058190078,-0.0086694025
2014-01-27,-0.0109702815,-0.0051092301,-0.0056243488,-0.0098971147,-0.0112384278
2014-01-28,0.0065456431,0.0067091584,0.0054660458,0.0069247447,0.0050941547
2014-01-29,-0.0047395096,-0.0052123107,-0.0044157207,-0.0035836864,-0.004479276
2014-01-30,-0.0068179523,-0.0030795522,-0.0034276955,-0.0044420157,-0.0081484076
2014-02-03,-0.0120536507,-0.0065127723,-0.0070968834,-0.009463192,-0.0111339912
2014-02-04,-0.0084442192,-0.0079517905,-0.0083685853,-0.0074304119,-0.0064783506
2014-02-05,-0.0019271241,-0.0010258518,-0.0057662856,-0.0018943734,-0.0016827937
2014-02-06,0.0094749283,0.0102889193,0.0114039173,0.0124216583,0.0109699946
2014-02-07,0.0082880575,0.0039236136,0.0049873879,0.0079887584,0.007396807
2014-02-10,0.0013465439,0.0044191815,8.8750384748E-05,0.0022920426,0.0009995792
2014-02-11,0.0039363453,0.0031085629,0.0043878537,0.0045031644,0.0043613007
2014-02-12,0.0020940895,0.0002097394,0.0009791208,0.0019164458,0.0011804271
2014-02-13,0.0014649203,-0.0006096605,0.0026075058,0.0020431411,-0.0014161896
2014-02-14,-0.0003915175,0.0015512649,-0.0022803568,-9.63788479567E-05,-0.0012423582
2014-02-17,0.0100099454,0.0054115485,0.0067709647,0.0099369697,0.0101930024
2014-02-18,0.0004885946,0.0032035727,0.0036944291,0.0037250072,0.0035727555
2014-02-19,0.0058478307,0.0012030322,0.0025281413,0.0030234735,0.0023721177
2014-02-20,-0.0006963551,0.0012717303,-0.0016361256,-0.0006996524,-0.0030433964
2014-02-21,0.0042964227,0.0059326813,0.0040115239,0.0052970666,0.0030964902
2014-02-24,0.0019047299,0.0036059115,0.0048746355,0.0041426867,0.0014272705
2014-02-25,-0.0007150287,0.0012853649,0.0005301177,-0.0007609092,-0.0004060809
2014-02-26,-0.0049646224,-0.0053388737,-0.0057448624,-0.0058935229,-0.0048463233
2014-02-27,0.0027453546,0.0007834546,0.0035291472,0.0045515522,0.0028631631
2014-02-28,0.0045235659,0.0022169501,0.0037198411,0.008377267,0.0054186126
2014-03-03,-0.007521532,-0.0090176258,-0.0076735066,-0.0087816138,-0.0084645562
2014-03-04,0.0055683248,0.0012797434,0.0016629733,0.0056617167,0.0035597524
2014-03-05,0.0038351634,-0.0019201562,-0.0008947444,0.0040717945,0.0036901636
2014-03-06,0.0040123046,0.0077671148,0.0066562407,0.0052261855,0.0047464473
2014-03-07,0.0022632417,0.0002734754,0.0008887844,0.0017444268,0.0020603444
2014-03-10,-0.0030753006,-0.0064245649,-0.0066577448,-0.0031193588,-0.0044245813
2014-03-11,0.0008855518,0.0007776339,0.0028609792,0.0007257052,0.0001401082
2014-03-12,-0.0102685481,-0.005604038,-0.0063089812,-0.0061422605,-0.0079182442
2014-03-13,-0.0051919543,-0.002276687,-0.0037259248,-0.0035422165,-0.0050534643
2014-03-14,-0.0024922142,-0.0033695046,-0.0027676085,0.0022370201,-0.0010276604
2014-03-17,0.0059748282,0.0058542378,0.0058418829,0.0045681782,0.0046763336
2014-03-18,0.000549693,-0.0022732653,-0.0018239105,0.0007063001,-0.0007467866
2014-03-19,-0.0042399924,0.000083521,0.0022881292,0.0016766433,-0.0017296579
2014-03-20,-0.0076736255,-0.0047017448,-0.008071905,-0.0093557341,-0.0109921321
2014-03-21,0.0052817037,0.009209794,0.0079932455,0.0056421943,0.0062901052
2014-03-24,0.0124298505,0.0096989535,0.0092332466,0.0130160693,0.0106592178
2014-03-25,-0.0024646589,0.0018019825,0.0007274146,-0.0004398655,-0.0005177204
2014-03-26,0.0125332441,0.0106504569,0.0121179754,0.0152566116,0.0108806305
2014-03-27,0.0060706056,0.0016553961,0.003250856,0.0054612551,0.0054026013
2014-03-28,0.0030656783,-0.0037173331,-0.0026037735,0.0014814474,0.0034051267
2014-03-31,0.0051723863,0.0045132078,0.0030011814,0.0041808058,0.0037499284
2014-04-01,0.0030999511,0.0067228321,0.005052641,0.0049236156,0.0031558843
2014-04-02,-0.0017961894,0.0009777695,0.0045071514,0.0019366816,-0.0010096841
2014-04-03,0.0085079915,0.0073887277,0.0088117504,0.008044444,0.0082474109
2014-04-04,-0.0022820899,0.0009835437,0.0001101941,-0.0002487339,-0.0004208703
2014-04-07,-0.0059722179,-0.0005390719,-0.0036632069,-0.0038107801,-0.0035939272
2014-04-08,0.0032824427,0.0007771924,0.0054705665,0.0039121751,0.0015503969
2014-04-09,0.0018178442,0.0024140105,0.0014012586,0.0035688169,0.0030193441
2014-04-10,-0.0019770316,0.0019566175,0.0009100223,-0.0041869264,-0.0024955589
2014-04-11,-0.0016745628,-0.0023321286,-0.0024763271,0.000046907,-0.0019299146
2014-04-14,0.0051801074,0.0007760916,-0.0002900804,0.0027887337,0.0035181493
2014-04-15,0.0097475646,0.0025846437,0.0038752314,0.0048220046,0.0063726706
2014-04-16,0.0021170442,0.0022365563,0.0031741941,0.0022789761,0.0019804388
2014-04-17,0.0001844469,0.0033289995,0.0027867863,0.0029824022,0.0017668232
2014-04-21,0.0006237003,-0.0027753301,-0.0016735867,0.0003543869,-0.0007769875
2014-04-22,0.0066428393,0.0050382018,0.0053157406,0.0057143401,0.0056881504
2014-04-23,-0.0059735162,-0.002377592,-0.0021972563,-0.0024834275,-0.0034260005
2014-04-24,0.0079242726,0.0101325233,0.0088714967,0.01021084,0.0091555053
2014-04-25,-0.004994245,-0.0029730927,-0.0036659588,-0.0023244321,-0.0048968438
2014-04-28,-0.0076372223,-0.0002211574,-0.00373043,-0.0196081512,0.0016609281
2014-04-29,-0.0015338355,0.005325716,0.0065410035,0.0044555888,0.0027215285
