Date,SnP Return,0
2014-01-03,-0.000333020328279,0.00432893447578
2014-01-06,-0.00251492693317,0.00235523888841
2014-01-07,0.00606334518255,0.0072144176811
2014-01-08,-0.000212231694766,0.0041974382475
2014-01-09,0.00034824873482,0.00643990375102
2014-01-10,0.00230403036309,0.00280771241523
2014-01-13,0.01,-0.000458100694232
2014-01-14,0.0107598762781,0.00724979862571
2014-01-15,0.00515288913436,0.00468891859055
2014-01-16,-0.00134802835937,0.00456380378455
2014-01-17,-0.00390278060395,0.00319326273166
2014-01-21,0.00276991242951,0.0045474274084
2014-01-22,0.000574699765987,0.00355945643969
2014-01-23,-0.00892932453983,-0.00202894979157
2014-01-24,0.01,-0.00279708229937
2014-01-27,-0.0048882215904,0.00140719220508
2014-01-28,0.0061218753944,0.00558748934418
2014-01-29,0.01,0.000994963571429
2014-01-30,0.0112040442427,0.00705426372588
2014-01-31,-0.00648628988702,0.000835727434605
2014-02-03,0.01,-0.00178593024611
2014-02-04,0.00761204338333,0.00339313689619
2014-02-05,-0.00203028211003,0.00538743846118
2014-02-06,0.0123630544157,0.00353425857611
2014-02-07,0.0132141936021,0.00960915628821
2014-02-10,0.00156800464224,0.00472874799743
2014-02-11,0.0110013758444,0.00888542458415
2014-02-12,-0.000269298518891,0.00403883866966
2014-02-13,0.00579321182006,0.00493166223168
2014-02-14,0.00479768947917,0.00475352769718
2014-02-18,0.00115780345615,0.00181462406181
2014-02-19,-0.00654586190052,0.000638581055682
2014-02-20,0.00601334166557,0.0060689067468
2014-02-21,-0.00192056651182,0.00336212385446
2014-02-24,0.00616745536205,0.00372527469881
2014-02-25,-0.00134859055001,0.00321542355232
2014-02-26,2.16997082534e-05,0.00231079990044
2014-02-27,0.00493588147209,0.00584122072905
2014-02-28,0.00277882422261,0.00636226311326
2014-03-03,-0.00740586636199,-0.000250793527812
2014-03-04,0.0151523228342,0.0106207355857
2014-03-05,-5.33524369706e-05,0.00466159917414
2014-03-06,0.00171693312189,0.00600243918598
2014-03-07,0.000537944701998,0.00530497357249
2014-03-10,-0.000463353578807,0.00496030552313
2014-03-11,-0.0050950969416,0.00448625534773
2014-03-12,0.000305124168463,0.00207726750523
2014-03-13,0.01,0.00454425159842
2014-03-14,-0.00282576645112,0.00375562417321
2014-03-17,0.00956771760197,0.0084198191762
2014-03-18,0.00719368227489,0.00428338628262
2014-03-19,-0.00615052484482,-0.00029135949444
2014-03-20,0.00602233396081,0.00471340958029
2014-03-21,-0.00293697999067,0.00512282643467
2014-03-24,-0.00487658142921,0.00102197646629
2014-03-25,0.00439427100472,0.00511682592332
2014-03-26,-0.00702493667277,0.00276053790003
2014-03-27,-0.00190189159707,0.00274046557024
2014-03-28,0.00462948921413,0.00453518237919
2014-03-31,0.00789287154385,0.0081497579813
2014-04-01,0.00701468819685,0.00375384138897
2014-04-02,0.00284926336426,0.004141042009
2014-04-03,-0.00112708474586,0.00409436691552
2014-04-04,0.01,0.00140811316669
2014-04-07,0.01,0.001932608895
2014-04-08,0.0037435380478,0.00379846175201
2014-04-09,0.0108590394626,0.00634311698377
2014-04-10,0.01,-0.000667493091896
2014-04-11,-0.00953205993381,0.00210403976962
2014-04-14,0.00818370818244,0.00569787155837
2014-04-15,0.00673457945541,0.00659658573568
2014-04-16,0.0104338684213,0.00771886855364
2014-04-17,0.00136292371099,0.0043742870912
2014-04-21,0.00376801562135,0.00330302049406
2014-04-22,0.00408378889976,0.00465466082096
2014-04-23,-0.00221576676651,0.00372007023543
2014-04-24,0.00171548790073,0.00653976015747
2014-04-25,-0.00812934477857,0.00511342380196
2014-04-28,0.00323081153934,0.00722536724061
2014-04-29,0.00474946032089,0.00529081374407
2014-04-30,0.00298754974058,0.00416332483292
2014-05-01,-0.000143271499645,0.00365967140533
2014-05-02,-0.00134935499644,-0.000835039652884
2014-05-05,0.00186946730011,0.00534048955888
2014-05-06,-0.0090290312077,-0.000733237946406
2014-05-07,0.00560075474536,0.00967272464186
2014-05-08,-0.00137456920358,0.00290040066466
2014-05-09,0.00151832288286,0.00541096739471
2014-05-12,0.00962625620354,0.00428373925388
2014-05-13,0.000421668916014,0.00338902790099
