Component,Variance Ratio
220,0.000510443876203
221,0.000506582690114
222,0.000502081511872
223,0.000496178592597
224,0.000493317432057
225,0.000486480280317
226,0.000481024663092
227,0.000477118378087
228,0.000473632866372
229,0.000465520649869
230,0.000461949273938
231,0.000457823319826
232,0.000453746207879
233,0.000449593308137
234,0.000442496235389
235,0.000441057177602
236,0.000438555304415
237,0.000430119465155
238,0.000425015850012
239,0.000423309982421
240,0.00042039358996
241,0.000412053763786
242,0.000407509570838
243,0.000405635210904
244,0.000402411831315
245,0.000398001699028
246,0.000390315451607
247,0.000382580294872
248,0.000377308490822
249,0.000371110626705
250,0.000370842260717
251,0.000366558502997
252,0.000358695360728
253,0.000357056693027
254,0.000353686539395
255,0.000351226319543
256,0.000347425061652
257,0.000345836026721
258,0.000339473552763
259,0.000333858782428
260,0.000329326139263
261,0.000328572215543
262,0.000323540058069
263,0.00031641857323
264,0.000309844408103
265,0.000308197368942
266,0.000304894166916
267,0.000304005650798
268,0.000301253495768
269,0.000293586313365
270,0.000291992435798
271,0.000288036640888
272,0.000286854534559
273,0.000284234582875
274,0.000281290197657
275,0.000277540484333
276,0.000274257770203
277,0.000269910102649
278,0.000265957103005
279,0.000264228807148
280,0.00026044200921
281,0.000259086935485
282,0.000254350041688
283,0.000252113153658
284,0.000249464449262
285,0.000246098861462
286,0.000241298139306
287,0.000238883415383
288,0.00023742827125
289,0.000235626922425
290,0.000233736203425
291,0.000228507763138
292,0.000225209433391
293,0.000222953509958
294,0.000221828696046
295,0.000220499878249
296,0.000216590536073
297,0.000212314134049
298,0.000209570843548
299,0.000207471066825
300,0.000204620910318
301,0.000201910029493
302,0.000197049484179
303,0.00019528791558
304,0.000193088710924
305,0.000190291932956
306,0.000188814113461
307,0.000187382824972
308,0.000185215651203
309,0.000179916834068
310,0.000178947391705
311,0.000177996292206
312,0.000173133317793
313,0.000170973928252
314,0.000169042343435
315,0.000165795870491
316,0.00016354435366
317,0.000161960899868
318,0.00016110036618
319,0.000157487463167
320,0.000154738468311
321,0.000152220320098
322,0.00015047300385
323,0.000150223913555
324,0.000144355201357
325,0.000144086441891
326,0.000143254452178
327,0.000139943408019
328,0.000138283955181
329,0.000137533956408
330,0.000134454606798
331,0.000132396004745
332,0.000129905246576
333,0.000128884976654
334,0.000126410028309
335,0.000125417528126
336,0.000124519412151
337,0.000122643397317
338,0.000121498026568
339,0.00011940003891
340,0.000118306987354
341,0.000115534178063
342,0.000113032405983
343,0.000112727887242
344,0.000111440644357
345,0.000109925703285
346,0.00010649349351
347,0.000104499970842
348,0.000101476430555
349,0.00010010140021
350,9.82638466135e-05
351,9.75799419896e-05
352,9.58995895695e-05
353,9.36265303968e-05
354,9.19863298776e-05
355,9.12001169055e-05
356,8.97167178477e-05
357,8.90954058586e-05
358,8.71210023849e-05
359,8.61424091183e-05
360,8.46982008289e-05
361,8.27943129174e-05
362,8.21121011157e-05
363,8.12255794083e-05
364,7.93457149345e-05
365,7.76931323506e-05
366,7.62449894237e-05
367,7.44634386298e-05
368,7.37416748903e-05
369,7.34218606667e-05
370,7.23325830191e-05
371,6.92955535343e-05
372,6.83373248136e-05
373,6.76057310506e-05
374,6.63351109638e-05
375,6.61074289773e-05
376,6.54843677995e-05
377,6.39590971763e-05
378,6.26772681099e-05
379,6.20416944896e-05
380,5.94108795198e-05
381,5.88310423654e-05
382,5.74913577323e-05
383,5.71273391018e-05
384,5.51971567835e-05
385,5.41247541544e-05
386,5.29614868326e-05
387,5.22926636053e-05
388,5.21346118175e-05
389,5.08727852314e-05
390,5.04354180886e-05
391,4.92600889415e-05
392,4.79625848518e-05
393,4.64200699398e-05
394,4.52549913714e-05
395,4.43900155369e-05
396,4.2765578305e-05
397,4.22387570458e-05
398,4.19549835323e-05
399,4.11127660821e-05
400,4.06230848762e-05
401,3.94961072349e-05
402,3.84187249055e-05
403,3.7498111085e-05
404,3.61393197756e-05
405,3.5827360618e-05
406,3.47590949065e-05
407,3.37158256631e-05
408,3.31080045563e-05
409,3.25421425654e-05
410,3.19614905577e-05
411,3.08851376036e-05
412,3.00957155596e-05
413,2.89545214072e-05
414,2.84191202978e-05
415,2.71300826691e-05
416,2.66478173492e-05
417,2.55262848091e-05
418,2.52151967758e-05
419,2.44625549487e-05
420,2.4249126958e-05
421,2.36759889538e-05
422,2.35163447003e-05
423,2.28527577464e-05
424,2.20207100766e-05
425,2.17717198006e-05
426,2.04260790006e-05
427,1.96421026089e-05
428,1.95880376136e-05
429,1.86051414413e-05
430,1.80692054935e-05
431,1.76380060955e-05
432,1.72692246198e-05
433,1.61641084142e-05
434,1.60622280752e-05
435,1.52345873053e-05
436,1.50483704137e-05
437,1.49369482438e-05
438,1.44766555614e-05
439,1.35144365582e-05
440,1.31648287566e-05
441,1.2708946991e-05
442,1.21607889916e-05
443,1.18757402154e-05
444,1.11060731839e-05
445,1.06287258068e-05
446,1.04019106352e-05
447,9.98094029023e-06
448,9.62591237568e-06
449,9.41205816655e-06
450,9.12113680506e-06
451,8.44432661344e-06
452,8.02023203796e-06
453,7.8867194835e-06
454,7.23757943203e-06
455,6.86335009817e-06
456,6.55710653816e-06
457,6.14972060869e-06
458,6.0513860513e-06
459,5.75320883149e-06
460,5.42610656523e-06
461,4.86257907287e-06
462,4.79090930986e-06
463,4.51670072518e-06
464,4.19176025884e-06
465,3.7182679744e-06
466,3.5366812568e-06
467,3.3845616277e-06
468,3.34112241502e-06
469,2.92743352599e-06
470,2.88272268391e-06
471,2.65039303731e-06
472,2.47454912876e-06
473,2.19262645131e-06
474,2.17861259826e-06
475,2.08050356925e-06
476,1.84997191898e-06
477,1.58995731069e-06
478,1.40632859643e-06
479,1.26352704504e-06
480,1.11717002414e-06
481,9.80960818671e-07
482,9.03942241278e-07
483,7.27546438269e-07
484,6.68051546702e-07
485,5.50747711142e-07
486,5.04940223078e-07
487,3.30808492437e-07
488,2.05496428183e-07
489,1.59348292114e-07
490,1.14927369902e-07
491,5.80416758135e-08
