Date,SnP Return,40
2014-01-03,-0.000333020328279,0.000808002077974
2014-01-06,-0.00251492693317,-0.00242800591514
2014-01-07,0.00606334518255,0.00457723811269
2014-01-08,-0.000212231694766,0.00141482497565
2014-01-09,0.00034824873482,0.00470433663577
2014-01-10,0.00230403036309,0.00310459639877
2014-01-13,0.01,-0.00139129231684
2014-01-14,0.0107598762781,0.00830489955842
2014-01-15,0.00515288913436,0.000253236212302
2014-01-16,-0.00134802835937,-0.00219004228711
2014-01-17,-0.00390278060395,-0.000609650276601
2014-01-21,0.00276991242951,0.00291044311598
2014-01-22,0.000574699765987,0.00316707929596
2014-01-23,-0.00892932453983,-0.00265792920254
2014-01-24,0.01,-0.00371977454051
2014-01-27,-0.0048882215904,-0.000293406075798
2014-01-28,0.0061218753944,0.00428103841841
2014-01-29,0.01,0.000246726500336
2014-01-30,0.0112040442427,0.0130675956607
2014-01-31,-0.00648628988702,0.00349256652407
2014-02-03,0.01,-0.00151079450734
2014-02-04,0.00761204338333,0.00389726972207
2014-02-05,-0.00203028211003,0.00178424152546
2014-02-06,0.0123630544157,-0.00103993155062
2014-02-07,0.0132141936021,0.00804288312793
2014-02-10,0.00156800464224,0.0060504055582
2014-02-11,0.0110013758444,0.00838776119053
2014-02-12,-0.000269298518891,0.00121842080262
2014-02-13,0.00579321182006,0.00227478356101
2014-02-14,0.00479768947917,0.00298502179794
2014-02-18,0.00115780345615,0.00502768810838
2014-02-19,-0.00654586190052,0.00135950709227
2014-02-20,0.00601334166557,0.00242556375451
2014-02-21,-0.00192056651182,0.00292186299339
2014-02-24,0.00616745536205,0.0030667707324
2014-02-25,-0.00134859055001,-0.00170215824619
2014-02-26,2.16997082534e-05,0.00227652466856
2014-02-27,0.00493588147209,0.00367122329772
2014-02-28,0.00277882422261,-0.000143524841405
2014-03-03,-0.00740586636199,-0.00222703092732
2014-03-04,0.0151523228342,0.00507878605276
2014-03-05,-5.33524369706e-05,0.00116372585762
2014-03-06,0.00171693312189,-0.00434037856758
2014-03-07,0.000537944701998,0.00128546368796
2014-03-10,-0.000463353578807,0.00363354431465
2014-03-11,-0.0050950969416,-0.000512334052473
2014-03-12,0.000305124168463,0.00179413799196
2014-03-13,0.01,0.00182000757195
2014-03-14,-0.00282576645112,0.00186244957149
2014-03-17,0.00956771760197,0.00409982539713
2014-03-18,0.00719368227489,0.00417457986623
2014-03-19,-0.00615052484482,-0.000943072605878
2014-03-20,0.00602233396081,0.00127808027901
2014-03-21,-0.00293697999067,-0.000127277802676
2014-03-24,-0.00487658142921,-0.00204493687488
2014-03-25,0.00439427100472,0.00274047115818
2014-03-26,-0.00702493667277,-0.00175417028368
2014-03-27,-0.00190189159707,0.00206777825952
2014-03-28,0.00462948921413,0.000833830679767
2014-03-31,0.00789287154385,0.00547755835578
2014-04-01,0.00701468819685,0.000897106772754
2014-04-02,0.00284926336426,0.00541897071525
2014-04-03,-0.00112708474586,-2.79753003269e-05
2014-04-04,0.01,0.000543762580492
2014-04-07,0.01,0.00183144095354
2014-04-08,0.0037435380478,0.00633879890665
2014-04-09,0.0108590394626,0.00543862767518
2014-04-10,0.01,-0.00420284084976
2014-04-11,-0.00953205993381,-0.00150602706708
2014-04-14,0.00818370818244,0.00405769608915
2014-04-15,0.00673457945541,0.00402465090156
2014-04-16,0.0104338684213,0.00480559607968
2014-04-17,0.00136292371099,0.000759319635108
2014-04-21,0.00376801562135,0.00262250611559
2014-04-22,0.00408378889976,0.00506243342534
2014-04-23,-0.00221576676651,0.00156557501759
2014-04-24,0.00171548790073,0.0102231986821
2014-04-25,-0.00812934477857,-0.00140779861249
2014-04-28,0.00323081153934,0.00548652140424
2014-04-29,0.00474946032089,0.00271678389981
2014-04-30,0.00298754974058,0.00268633663654
2014-05-01,-0.000143271499645,0.00262029864825
2014-05-02,-0.00134935499644,-0.00116178253666
2014-05-05,0.00186946730011,0.00375500507653
2014-05-06,-0.0090290312077,-0.00273076654412
2014-05-07,0.00560075474536,0.00463771168143
2014-05-08,-0.00137456920358,-0.000677287229337
2014-05-09,0.00151832288286,0.00376852136105
2014-05-12,0.00962625620354,0.00430676341057
2014-05-13,0.000421668916014,0.00234906654805
2014-05-14,-0.00471208963163,-0.000499942456372
2014-05-15,-0.00940590380541,0.00104805000592
2014-05-16,0.00373996241046,0.00196586269885
2014-05-19,0.00383741434791,0.00377407856286
2014-05-20,-0.00651960460873,-0.00210915482603
2014-05-21,0.00808334041971,0.00409956183285
2014-05-22,0.00235944422811,0.00316043104976
2014-05-23,0.00423939288552,0.00341963302344
2014-05-27,0.00596995027375,0.00260687991977
2014-05-28,-0.00111469281153,-0.000357426237315
2014-05-29,0.00535275865819,0.00417017331347
2014-05-30,0.00184198044745,0.0022869259119
2014-06-02,0.000727561668556,0.00252912705764
2014-06-03,-0.00037928874556,0.00131294759922
2014-06-04,0.00188987678895,0.00378319411539
2014-06-05,0.00650408209109,0.0028248608578
2014-06-06,0.00461708330742,0.00282587646507
2014-06-09,0.000938331305107,0.000352672068402
2014-06-10,-0.000246014154145,0.0014065769501
2014-06-11,-0.00354331093877,0.0024061310105
2014-06-12,-0.00711413945191,-0.000374809023924
2014-06-13,0.00312965928841,0.00175446295179
2014-06-16,0.000836355270389,-0.00231324834749
2014-06-17,0.00217021247741,0.00207782862708
2014-06-18,0.00768924304189,0.00319445854984
2014-06-19,0.00127666329547,0.000480552669615
2014-06-20,0.0017285636752,0.0049034175463
2014-06-23,-0.000132472972327,0.000648001558147
2014-06-24,-0.00645610655987,0.00074487173697
2014-06-25,0.0048855575116,0.00379094248638
2014-06-26,-0.00117957912445,0.0012044175528
2014-06-27,0.00190904511827,0.00299437949434
2014-06-30,-0.000372326268003,0.00271229213104
2014-07-01,0.00665557298947,0.0061867935583
2014-07-02,0.000658596162261,0.00249070813879
2014-07-03,0.00546455008241,0.00490102590993
2014-07-07,-0.00393123905908,6.6444510594e-05
2014-07-08,-0.00707376194048,0.000300482788589
2014-07-09,0.00463351649371,0.0046404208988
2014-07-10,-0.00413962814962,-0.000313534867018
2014-07-11,0.001469841704,0.00134439626709
2014-07-14,0.00483186108334,0.00605476181954
2014-07-15,-0.00193396492782,0.00264452281408
2014-07-16,0.00419228501402,0.000733178458177
2014-07-17,0.01,-0.00165112619288
2014-07-18,0.0102126091096,0.00524075888097
2014-07-21,-0.0023229465146,0.003980522044
2014-07-22,0.00500361095825,0.00306956516579
2014-07-23,0.00175290104464,0.00464569590986
2014-07-24,0.000488036458805,0.000673322472721
2014-07-25,-0.00486094571949,-0.00208778027445
2014-07-28,0.000288113211924,-0.000410594861023
2014-07-29,-0.00453806841016,-0.00218659732491
2014-07-30,6.0910859931e-05,0.00284170731902
2014-07-31,0.01,-0.00317058106884
2014-08-01,-0.00286321647471,0.00361043587327
2014-08-04,0.00716331454385,0.00270253885537
2014-08-05,-0.00973267904391,-0.00193305057473
2014-08-06,1.56382717567e-05,0.00447790650651
2014-08-07,-0.00557211547605,0.000180423026904
2014-08-08,0.0114654228024,0.00545711349696
2014-08-11,0.00275562496105,0.00267215771601
2014-08-12,-0.00163798240239,0.00096584262792
2014-08-13,0.00668476725501,0.0037525864318
2014-08-14,0.00433639826904,0.00597539497539
2014-08-15,-6.13747476219e-05,-0.00123503548093
2014-08-18,0.008495482893,0.00417308835313
2014-08-19,0.00498819050702,0.00226132385433
2014-08-20,0.00247474819157,0.00380405993201
2014-08-21,0.00294554710347,0.00141010573134
2014-08-22,-0.00199457506824,0.00237861229107
2014-08-25,0.00477635409921,0.00496820360422
2014-08-26,0.00105052910224,0.000916873454116
2014-08-27,4.9985750322e-05,0.00250434665941
2014-08-28,-0.00169133060373,0.00333026307635
2014-08-29,0.0033149143879,0.00248553231359
2014-09-02,-0.000544214307476,0.00210260786116
2014-09-03,-0.000779444456149,0.00409712037072
2014-09-04,-0.00153559956037,0.00187666155398
2014-09-05,0.00502324794336,0.00256927940063
2014-09-08,-0.00307784591667,0.00176899658982
2014-09-09,-0.00656652170577,-0.00140565796755
2014-09-10,0.00363944360111,0.00415337225422
2014-09-11,0.000881516882239,0.00151482201181
2014-09-12,-0.00598040543744,-6.54293689877e-05
2014-09-15,-0.000710403657569,0.000767359626479
2014-09-16,0.007456507031,0.00431702286005
2014-09-17,0.00129480516917,0.00101925001945
