Date,SnP Return,Portfolio Return
2014-01-03,-0.000333020328279,-0.000929151719902
2014-01-06,-0.00251492693317,-0.00151200068649
2014-01-07,0.00606334518255,0.00907339341938
2014-01-08,-0.000212231694766,0.00653192121536
2014-01-09,0.00034824873482,0.00566373998299
2014-01-10,0.00230403036309,0.00740070361644
2014-01-13,-0.0126559664897,0.000460849492811
2014-01-14,0.0107598762781,0.0122497174889
2014-01-15,0.00515288913436,-0.00019193359185
2014-01-16,-0.00134802835937,-0.00067249982385
2014-01-17,-0.00390278060395,-0.000805470568594
2014-01-21,0.00276991242951,0.00492151174694
2014-01-22,0.000574699765987,0.00152392592281
2014-01-23,-0.00892932453983,-0.000852496072184
2014-01-24,-0.0210964214964,0.00238459790125
2014-01-27,-0.0048882215904,0.000178938615136
2014-01-28,0.0061218753944,0.00622878363356
2014-01-29,-0.0102617040054,-0.000341384671628
2014-01-30,0.0112040442427,0.0169959273189
2014-01-31,-0.00648628988702,-0.00360833015293
2014-02-03,-0.0230966046035,0.00262506725267
2014-02-04,0.00761204338333,0.00395532045513
2014-02-05,-0.00203028211003,-0.00122017541435
2014-02-06,0.0123630544157,0.00706669222564
2014-02-07,0.0132141936021,0.0150309782475
2014-02-10,0.00156800464224,0.00205790763721
2014-02-11,0.0110013758444,0.00842677149922
2014-02-12,-0.000269298518891,0.00272955885157
2014-02-13,0.00579321182006,0.00456111412495
2014-02-14,0.00479768947917,0.00432822341099
2014-02-18,0.00115780345615,0.0114025902003
2014-02-19,-0.00654586190052,-0.00521548464894
2014-02-20,0.00601334166557,0.0108011290431
2014-02-21,-0.00192056651182,-0.00167967984453
2014-02-24,0.00616745536205,0.00440021324903
2014-02-25,-0.00134859055001,0.000766795128584
2014-02-26,2.16997082534e-05,-0.00155530753545
2014-02-27,0.00493588147209,-0.00078250200022
2014-02-28,0.00277882422261,0.0067799212411
2014-03-03,-0.00740586636199,-0.00493310531601
2014-03-04,0.0151523228342,0.0151889659464
2014-03-05,-5.33524369706e-05,6.11698487774e-05
2014-03-06,0.00171693312189,-0.000720164796803
2014-03-07,0.000537944701998,-0.00078522862168
2014-03-10,-0.000463353578807,-0.00299609755166
2014-03-11,-0.0050950969416,-0.001480504754
2014-03-12,0.000305124168463,-0.00163858942688
2014-03-13,-0.0117700915066,-0.000435482768808
2014-03-14,-0.00282576645112,0.00137436413206
2014-03-17,0.00956771760197,0.00516747543588
2014-03-18,0.00719368227489,0.00233692442998
2014-03-19,-0.00615052484482,-0.00147474987898
2014-03-20,0.00602233396081,-0.00239635491744
2014-03-21,-0.00293697999067,0.00621023448184
2014-03-24,-0.00487658142921,-0.00199051271193
2014-03-25,0.00439427100472,0.0012989519164
2014-03-26,-0.00702493667277,-0.00240989495069
2014-03-27,-0.00190189159707,-0.00145386392251
2014-03-28,0.00462948921413,0.00209262291901
2014-03-31,0.00789287154385,0.00951805338264
2014-04-01,0.00701468819685,0.0041510197334
2014-04-02,0.00284926336426,-0.00327884359285
2014-04-03,-0.00112708474586,-0.00212381733581
2014-04-04,-0.0126165430771,-0.00106141564902
2014-04-07,-0.0108083124624,0.00252508278936
2014-04-08,0.0037435380478,0.00650138128549
2014-04-09,0.0108590394626,0.00880619790405
2014-04-10,-0.0211059679216,-0.000210065860301
2014-04-11,-0.00953205993381,-0.00400069355965
2014-04-14,0.00818370818244,0.000574626028538
2014-04-15,0.00673457945541,0.00111091230065
2014-04-16,0.0104338684213,0.0114196930081
2014-04-17,0.00136292371099,0.00125974067487
2014-04-21,0.00376801562135,0.00601853430271
2014-04-22,0.00408378889976,0.00821995083243
2014-04-23,-0.00221576676651,-0.000595473393332
2014-04-24,0.00171548790073,0.000898440834135
2014-04-25,-0.00812934477857,-0.000292804790661
2014-04-28,0.00323081153934,0.00468388339505
2014-04-29,0.00474946032089,0.00780804548413
2014-04-30,0.00298754974058,0.00349020166323
2014-05-01,-0.000143271499645,-0.000414170906879
2014-05-02,-0.00134935499644,0.00232117599808
2014-05-05,0.00186946730011,0.00233778217807
2014-05-06,-0.0090290312077,-0.00506682414562
2014-05-07,0.00560075474536,0.0065860748291
2014-05-08,-0.00137456920358,-0.00436122342944
2014-05-09,0.00151832288286,0.000429760431871
2014-05-12,0.00962625620354,0.00917592737824
2014-05-13,0.000421668916014,-0.00209178496152
2014-05-14,-0.00471208963163,-0.00328804831952
2014-05-15,-0.00940590380541,-0.000518667337019
2014-05-16,0.00373996241046,0.000338974758051
2014-05-19,0.00383741434791,0.00395020470023
2014-05-20,-0.00651960460873,-0.00257478142157
2014-05-21,0.00808334041971,0.00667740497738
2014-05-22,0.00235944422811,0.000877278391272
2014-05-23,0.00423939288552,0.00241646892391
2014-05-27,0.00596995027375,3.46077140421e-05
2014-05-28,-0.00111469281153,0.00157780456357
2014-05-29,0.00535275865819,0.00244173780084
2014-05-30,0.00184198044745,-0.00145865033846
2014-06-02,0.000727561668556,-0.0028348073829
2014-06-03,-0.00037928874556,-0.00286660552956
2014-06-04,0.00188987678895,-0.00161111087073
2014-06-05,0.00650408209109,0.00509130302817
2014-06-06,0.00461708330742,0.00361549668014
2014-06-09,0.000938331305107,-0.0011770138517
2014-06-10,-0.000246014154145,-0.0024079545401
2014-06-11,-0.00354331093877,-0.00312087871134
2014-06-12,-0.00711413945191,-0.00368692819029
2014-06-13,0.00312965928841,-0.000659250072204
2014-06-16,0.000836355270389,-0.00249082129449
2014-06-17,0.00217021247741,-0.00117107515689
2014-06-18,0.00768924304189,0.00486240396276
2014-06-19,0.00127666329547,8.90063820407e-05
2014-06-20,0.0017285636752,0.00274818902835
2014-06-23,-0.000132472972327,-0.00313480920158
2014-06-24,-0.00645610655987,0.00575981941074
2014-06-25,0.0048855575116,0.00578608037904
2014-06-26,-0.00117957912445,-0.00381792429835
2014-06-27,0.00190904511827,0.000194572261535
2014-06-30,-0.000372326268003,0.000147666432895
2014-07-01,0.00665557298947,0.00342902401462
2014-07-02,0.000658596162261,0.000446604564786
2014-07-03,0.00546455008241,3.09946481138e-05
2014-07-07,-0.00393123905908,-0.00158070737962
2014-07-08,-0.00707376194048,-0.00192328286357
2014-07-09,0.00463351649371,0.00185454706661
2014-07-10,-0.00413962814962,0.000689142383635
2014-07-11,0.001469841704,-0.00403230264783
2014-07-14,0.00483186108334,0.0036792899482
2014-07-15,-0.00193396492782,-0.00391659885645
2014-07-16,0.00419228501402,0.000296412152238
2014-07-17,-0.0119046058414,-0.00285750883631
2014-07-18,0.0102126091096,0.00735326856375
2014-07-21,-0.0023229465146,-0.00243094284087
2014-07-22,0.00500361095825,-0.000730777683202
2014-07-23,0.00175290104464,0.00320688821375
2014-07-24,0.000488036458805,0.000964825740084
2014-07-25,-0.00486094571949,-0.00571848079562
2014-07-28,0.000288113211924,-0.00176909693982
2014-07-29,-0.00453806841016,-0.00620506703854
2014-07-30,6.0910859931e-05,0.00239029945806
2014-07-31,-0.0202019319802,0.000324484426528
2014-08-01,-0.00286321647471,0.00198065652512
2014-08-04,0.00716331454385,0.00319726252928
2014-08-05,-0.00973267904391,-0.00304751796648
2014-08-06,1.56382717567e-05,0.00312433531508
2014-08-07,-0.00557211547605,-0.00167831953149
2014-08-08,0.0114654228024,0.00792049430311
2014-08-11,0.00275562496105,0.00525363348424
2014-08-12,-0.00163798240239,-0.00633544381708
2014-08-13,0.00668476725501,0.00664236675948
2014-08-14,0.00433639826904,0.00189303816296
2014-08-15,-6.13747476219e-05,-0.0014526398154
2014-08-18,0.008495482893,0.00541399139911
2014-08-19,0.00498819050702,-0.00249358871952
