Date,^GSPC,^^GSPC,0,10,20,30,40
2014-01-03,-0.0003330203,-0.0003330203,0.0036505144,-0.0013550776,-0.001227173,0.0009262757,0.0010126159
2014-01-06,-0.0025149269,-0.0025149269,-0.001512425,-0.0007186495,-0.0045000874,-0.0061688861,-0.0029939418
2014-01-07,0.0060633452,0.0060633452,0.0045954976,7.76816159487E-06,0.0040597841,0.0072451611,0.0052282019
2014-01-08,-0.0002122317,-0.0002122317,0.0002186187,-0.0046309079,0.0007783193,0.0008647158,2.69534066319E-05
2014-01-09,0.0003482487,0.0003482487,0.0035433434,0.00204976,0.004329225,0.0047586621,0.0036369152
2014-01-10,0.0023040304,0.0023040304,-0.0012273751,0.0044076778,0.0029918971,0.0058144606,0.0044316752
2014-01-13,-0.0126559665,-0.0126559665,-0.0104390085,-0.0089482749,-0.0101009971,-0.0084217712,-0.0115931984
2014-01-14,0.0107598763,0.0107598763,0.0114996321,0.0079002464,0.0091090268,0.0139549207,0.0117740305
2014-01-15,0.0051528891,0.0051528891,0.0034873597,0.0018453822,0.0001707496,0.001644271,0.0012236079
2014-01-16,-0.0013480284,-0.0013480284,0.0021488015,0.0037278887,-0.0047669658,-0.0029466455,-0.0028451248
2014-01-17,-0.0039027806,-0.0039027806,-0.0002676938,-0.0008330988,-0.004651654,-0.003460722,-0.0011930363
2014-01-21,0.0027699124,0.0027699124,0.0009880792,0.0028005475,0.0019228328,0.0023136251,0.0034720488
2014-01-22,0.0005746998,0.0005746998,0.0020476189,-0.0014221328,0.0009802431,-0.000153638,0.0008710995
2014-01-23,-0.0089293245,-0.0089293245,-0.0104254149,-0.0089482749,-0.0072989836,-0.0041076099,-0.0056929984
2014-01-24,-0.0210964215,-0.0210964215,-0.0124845095,-0.0089482749,-0.0204947442,-0.0125121642,-0.0172846317
2014-01-27,-0.0048882216,-0.0048882216,0.000311723,-0.0026635178,-0.0028694957,-0.003003045,-0.0028658602
2014-01-28,0.0061218754,0.0061218754,0.0085274521,0.0081230393,0.0089554517,0.0096846297,0.0103130611
2014-01-29,-0.010261704,-0.010261704,-0.0051998459,-0.0089482749,-0.0101009971,-0.0084217712,-0.0093560023
2014-01-30,0.0112040442,0.0112040442,0.0116979014,0.0095461151,0.0106490301,0.0132531021,0.0171639398
2014-01-31,-0.0064862899,-0.0064862899,-0.0074469708,-0.0062619494,-0.005109617,-0.0041076099,-0.0034432677
2014-02-03,-0.0230966046,-0.0230966046,-0.0140744708,-0.0089482749,-0.0101009971,-0.0128682293,-0.0236660633
2014-02-04,0.0076120434,0.0076120434,0.0050279759,0.0053599803,0.0060189525,0.0064953729,0.0071035968
2014-02-05,-0.0020302821,-0.0020302821,0.0027068779,-0.0019441545,-0.0001186421,0.0007743756,0.0012459364
2014-02-06,0.0123630544,0.0123630544,0.0028987229,0.0017657476,0.0067002727,0.0061290176,0.0098598143
2014-02-07,0.0132141936,0.0132141936,0.0184358694,0.0150642311,0.0194082223,0.0155531652,0.0182883255
2014-02-10,0.0015680046,0.0015680046,0.0034907125,0.0028216839,0.0046072267,0.0038667112,0.0045583164
2014-02-11,0.0110013758,0.0110013758,0.014629527,0.0109294178,0.0123723177,0.0140294321,0.0118036149
2014-02-12,-0.0002692985,-0.0002692985,0.0011094231,-0.0089482749,-0.0018009041,-0.0005042364,0.0008181697
2014-02-13,0.0057932118,0.0057932118,0.0053106714,0.0063873995,0.006476243,0.0048966738,0.0059050005
2014-02-14,0.0047976895,0.0047976895,0.0065001491,0.0033129249,0.0036766874,0.0058791521,0.0052976003
2014-02-18,0.0011578035,0.0011578035,-0.0004252084,0.0008510565,0.0020915261,0.0008232887,0.0022728341
2014-02-19,-0.0065458619,-0.0065458619,-0.0039205477,-0.0044815461,-0.006565236,-0.0066872686,-0.0048939176
2014-02-20,0.0060133417,0.0060133417,0.0079763923,0.0064159511,0.0061968071,0.0063415268,0.0088671064
2014-02-21,-0.0019205665,-0.0019205665,0.0009245742,0.0005192123,-0.0011882577,-0.0008748407,0.0007655649
2014-02-24,0.0061674554,0.0061674554,0.0052743908,0.0034445319,0.0032936167,0.0033094822,0.0066425176
2014-02-25,-0.0013485906,-0.0013485906,-0.0004428755,-0.0007479843,-0.0003661951,-0.0008307702,0.0004709521
2014-02-26,2.16997082534E-05,2.16997082534E-05,-0.0019163359,-0.003279164,-0.0028532357,-0.0021100484,0.0002888292
2014-02-27,0.0049358815,0.0049358815,0.0059385058,0.0039597452,0.0027369605,0.0039161979,0.0042432658
2014-02-28,0.0027788242,0.0027788242,0.0123037472,0.0019258764,0.0075610382,0.0041615558,0.0067745717
2014-03-03,-0.0074058664,-0.0074058664,-0.0056083947,-0.0089482749,-0.0056302692,-0.0068788454,-0.0051597026
2014-03-04,0.0151523228,0.0151523228,0.0178017654,0.0110468725,0.0147049455,0.018995136,0.0146351149
2014-03-05,-5.33524369706E-05,-5.33524369706E-05,0.0021226257,-0.0007757954,-0.0009043552,-0.0001180419,-0.0024059415
2014-03-06,0.0017169331,0.0017169331,0.0056944396,-0.0002034446,0.0007917332,-0.0003756732,-0.0014037751
2014-03-07,0.0005379447,0.0005379447,0.0035838541,-0.0017012525,-0.0021509696,-0.0003226558,-3.64240258932E-06
2014-03-10,-0.0004633536,-0.0004633536,0.0033680797,-0.0021465253,-0.0003404981,0.0010473025,0.0012736339
2014-03-11,-0.0050950969,-0.0050950969,0.0009867717,-0.0028762869,-0.0033450327,-0.0042054309,-0.0030547786
2014-03-12,0.0003051242,0.0003051242,-0.0041925386,0.0007838923,-0.0014087576,-0.0039130682,0.0001894794
2014-03-13,-0.0117700915,-0.0117700915,-0.0005177781,-0.006243824,-0.0057498571,-0.0084486511,-0.0067638941
2014-03-14,-0.0028257665,-0.0028257665,-0.0009359624,0.0018007271,0.0015318235,-0.0003320489,0.0024368167
2014-03-17,0.0095677176,0.0095677176,0.0139490208,0.0063085267,0.0101053817,0.0114716031,0.0101711145
2014-03-18,0.0071936823,0.0071936823,0.0049398784,0.0037146807,0.0045457883,0.0058669844,0.0073335925
2014-03-19,-0.0061505248,-0.0061505248,-0.0056067146,-0.0076164906,-0.0049380264,-0.0041076099,-0.0033832719
2014-03-20,0.006022334,0.006022334,0.0039954744,0.0009469716,0.0011478923,0.0053041331,0.0034506349
2014-03-21,-0.00293698,-0.00293698,0.0040321369,-3.25012952089E-05,0.0002356824,-0.0004983612,-0.0020427038
2014-03-24,-0.0048765814,-0.0048765814,-0.0065553002,-0.0068263514,-0.0081601925,-0.0041076099,-0.0061336914
2014-03-25,0.004394271,0.004394271,0.0038147196,0.0012586256,0.0019748891,0.0051922477,0.0031918194
2014-03-26,-0.0070249367,-0.0070249367,-0.0014598835,-0.0089482749,-0.0060103419,-0.0082489038,-0.0066725891
2014-03-27,-0.0019018916,-0.0019018916,-0.0014738776,-0.0056040194,-0.0014801668,-0.0015875231,0.0010513198
2014-03-28,0.0046294892,0.0046294892,0.002982514,-0.001180971,-0.0008303002,0.0036117318,0.0027581183
2014-03-31,0.0078928715,0.0078928715,0.013109548,0.0105473148,0.0129110841,0.0171050392,0.0130864969
2014-04-01,0.0070146882,0.0070146882,0.0027597044,0.0010593571,0.0031083133,0.0030231127,0.0041802451
2014-04-02,0.0028492634,0.0028492634,0.00372825,0.0022961292,0.0010724459,0.0002959585,0.0014456147
2014-04-03,-0.0011270847,-0.0011270847,0.0022142269,-0.0081858886,-0.0039901771,-0.0029995432,-0.0032101027
